review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
"We had an absolutely perfect stay at JW Marriott Hotel Marina, and it exceeded all expectations",17,1,0,0,0,0.8088,Good
"From the moment we arrived, Intissar at the front desk went above and beyond",15,0,0,0,0,0,Average
"She surprised us with a generous room upgrade, thoughtfully helped arrange rose petals on the bed for my girlfriend’s birthday, and took the time to help me find locations around the Marina with excellent recommendations that made our stay effortless",44,1,0,0,0,0.9231,Good
"The hotel itself is outstanding perfect Marina location, beautiful rooms, exceptional food, and consistently 5 star service throughout",21,4,0,0,0,0.9118,Good
"Every interaction felt warm, professional, and seamless",9,1,0,0,0,0.2263,Good
This was one of those rare stays where everything comes together,11,0,0,0,0,0,Average
A sincere thank you to Intissar for setting the tone for such an unforgettable experience,15,0,0,0,0,0.6369,Good
We will absolutely be returning and highly recommend this hotel,10,2,0,0,0,0.4201,Good
Dit hotel is perfect,4,1,0,0,0,0.5719,Good
Het ligt heel centraal je kunt in de avond heerlijk over de boulevard lopen,14,0,0,0,0,0,Average
Ook het ontbijt bij hotel is over heerlijk en alles is aanwezig,12,0,0,0,0,0,Average
Onze ober Mujahid liet het ons aan niets ontbreken,9,0,0,0,0,0,Average
Elke ochtend ontving hij ons met een vrolijke lach,9,0,0,0,0,0,Average
Dank jullie wel voor deze fantastische ervaring,7,0,0,0,0,0,Average
Excellent experience and service at JW Marriot Marina hotel,9,1,0,0,0,0.7925,Good
Special thank for,3,0,0,0,0,0.6369,Good
arranging my wife’s birthday package,7,0,0,0,0,0,Average
מלון מעולה! נהדר לצליאקים,0,0,0,0,0,0,Neutral
|בארוחת בוקר השף דאג לשאול אותי מה להכין לי באופן מיוחד( וגם שטף את המחבת לפני)  כולל קינוחים מפנקים:) |הצוות כולו אדיב ונותן מענה לכל בקשה,0,0,0,0,0,0,Neutral
חדרים נקיים ומאובזרים,0,0,0,0,0,0,Neutral
איפשרו צ׳ק אאוט מאוחר ללא תוספת תשלום,0,0,0,0,0,0,Neutral
فندق يقع في قلب مرسى دبي,0,0,0,0,0,0,Neutral
العيب الوحيد أن الأكل ليس به بهارات كثيرة قدم لنا الفندق كيكة عيد رأس السنة,0,0,0,0,0,0,Neutral
Very nice hotel and great location,6,2,0,0,0,0.8016,Good
The bed and the pillows really comfortable! Staff is really helpful! The bathrooms are poorly renovated but this is not something that caused us problem,27,2,0,0,1,-0.2001,Good
"Great room, food and service",6,1,0,0,0,0.6249,Good
Really well located for walks along arina and also Marina Mall,11,0,0,0,0,0.3384,Good
Lovely place great service I like it,7,2,0,0,0,0.886,Good
افضل فندق 👍👍,0,0,0,0,0,0,Neutral
The hotel is nice and big however the houskeeping is very poor,12,0,0,0,0,-0.1513,Worst
Wonderful stay and experience,4,2,0,0,0,0.5719,Good
​Watching Chef Najeeb at the live station in jw kitchen was the highlight of the breakfast service,17,0,0,0,0,0.6124,Good
It wasn’t just breakfast; it was a performance,11,0,0,0,0,0,Average
"With the dexterity of a magician, they cracked the eggs one-handed, the shells vanishing before the yolks hit the sizzling pan",23,0,0,0,0,0,Average
"Despite the long line, they moved with incredible speed and kept a smile on their face the whole time",20,0,0,0,0,0.3612,Good
"Отдыхали здесь с детьми на зимних каникулах, всё было прекрасно: вежливый персонал, чистый номер с видом на Марину",0,0,0,0,0,0,Neutral
"Нас заселили на три часа раньше, за что отдельное спасибо",0,0,0,0,0,0,Neutral
Очень вкусные завтраки и потрясающий вид с балкона,0,0,0,0,0,0,Neutral
Уже не первый раз выбираю сеть Marriott и всегда остаюсь довольна,0,0,0,0,0,0,Neutral
Обязательно вернёмся ❤️,0,0,0,0,0,0,Neutral
Kids club perfect,3,1,0,0,0,0.5719,Good
Excellent hotel,2,1,0,0,0,0.5719,Good
Outstanding service,2,1,0,0,0,0.6124,Good
Excellent location,2,1,0,0,0,0.5719,Good
I consider this Marriott hotel marina Dubai to be among top 10 BEST hotels in DUBAI,16,1,0,0,0,0.7739,Good
Service is outstanding,3,1,0,0,0,0.6124,Good
"In addition to morning service where maids  clean your room, change towels, put New amenities= there is an evening shift where they knock on your door ask if you need additional water , coffee capsules, or anything else",41,1,0,0,0,0.4019,Good
"After 20 minutes, evening time=",6,0,0,0,0,0,Average
"They knock on your door, asking if you need additional towels, or any additional amenities",17,0,0,0,0,0,Average
Outstanding !,2,1,0,0,0,0.6476,Good
In reception= in addition to receptionist over the counter=,9,0,0,0,0,0,Average
There are customer service staff that try to solve your problem or questions,13,0,0,0,1,-0.2263,Worst
They have authority to activate departments or other people to help you,12,0,0,0,0,0.4588,Good
Outstanding service,2,1,0,0,0,0.6124,Good
In swimming pool=,3,0,0,0,0,0,Average
In addition to life guards= there,6,0,0,0,0,0,Average
"Are customer service staff, that",6,0,0,0,0,0,Average
Will try to fullfil your needs,6,0,0,0,0,0,Average
"If you need additional towels, or",7,0,0,0,0,0,Average
"Bathrobes, or umbrella 🏖️ for the sun= they have authority to activate people or any staff to fullfil your needs",21,0,0,0,0,0.0772,Good
Outstanding service,2,1,0,0,0,0.6124,Good
This hotel NOT afraid to invest in,7,0,0,0,0,0,Average
"Over staffed employees, MORE staff to help you, BETTER service to you",14,0,0,0,0,0.8051,Good
This is why they have MORE customers,7,0,0,0,0,0,Average
MORE guests,2,0,0,0,0,0,Average
"Excellent location, where the whole marina is in front of you",12,1,0,0,0,0.5719,Good
Very good breakfast,3,0,0,0,0,0.4927,Good
With plenty of choices,4,0,0,0,0,0,Average
"I recommend this Marriott marina hotel in DUBAI= very, very, very,",14,1,0,0,0,0.3612,Good
MUCH !,0,0,0,0,0,0,Neutral
VERY MUCH !,3,0,0,0,0,0,Average
And it's definitely a 5 stars hotel !,9,0,0,0,0,0.4574,Good
13-Jan,2,0,0,0,0,0,Average
2026,0,0,0,0,0,0,Neutral
I only stay here due to the convenient location and the fact that it has a great gym,18,2,0,0,0,0.6249,Good
Besides that the rooms are basic and the staff are utterly useless,12,0,1,0,0,-0.4754,Average
The entire front desk staff could do with just being overhauled entirely!,13,0,0,0,0,0,Average
إقامتي في فندق JW Marriott Marina كانت جميلة بشكل عام,0,0,0,0,0,0,Neutral
موقع الفندق ممتاز مباشرة على المارينا، وملاصق لمارينا مول مع مدخل مباشر للمول من داخل الفندق بدون الحاجة للخروج,0,0,0,0,0,0,Neutral
الفيو من الغرفة على المارينا جميل جدًا، والغرف واسعة ونظيفة ومريحة، وخدمة الغرف ممتازة جدًا,0,0,0,0,0,0,Neutral
صار في البداية سوء تفاهم عند الاستقبال وتأخر الحجز قليلًا، لكن تم حل المشكلة بسرعة واحترافية من قبل المدير أحمد صفوت، وتم عمل خصم على الغرفة لثلاث ليالي مع إفطار مجاني، وهذا يُحسب لهم,0,0,0,0,0,0,Neutral
حجزت عن طريق Marriott Bonvoy، والخدمة كانت ممتازة,0,0,0,0,0,0,Neutral
أشكر الأستاذ عادل في الاستقبال، وكذلك الأستاذة أماني، ابتسامتها راقية وتعاملها لطيف جدًا,0,0,0,0,0,0,Neutral
الخدمة بشكل عام راقية وطاقم العمل يهتم براحة النزلاء,0,0,0,0,0,0,Neutral
ملاحظات مهمة:,0,0,0,0,0,0,Neutral
ضغط الماء في الحمام ضعيف جدًا، وتم إبلاغ الفندق بذلك ولكن للأسف لم يتم حل المشكلة,0,0,0,0,0,0,Neutral
استغربت وجود فوطة معلّقة في الحمام على أنها نظيفة، وتفاجأت بأنها غير نظيفة,0,0,0,0,0,0,Neutral
تم إبلاغ الاستقبال اليوم، وتحدثت مع موظف اسمه إبراهيم (مصري الجنسية)، لكن حتى الآن لم يتم التواصل معي للاعتذار أو المتابعة، مع العلم أنني ما زلت مقيمة في الفندق وحجزي لثلاث ليالٍ,0,0,0,0,0,0,Neutral
ملاحظة للعلم: المسبح لا يوجد له قسم مخصص للنساء، وجميع المرافق مشتركة,0,0,0,0,0,0,Neutral
تنبيه: الخروج بالسيارة من الفندق قد يكون مزدحمًا بسبب وجود إشارة قريبة وازدحام زوار المول، خصوصًا في أوقات الذروة,0,0,0,0,0,0,Neutral
اشكر الاستاذ عادل في الريسبشن لتسجيل الخروج المتأخر,0,0,0,0,0,0,Neutral
شكر حار لشركة Marriott Bonvoy على توظيفها كفاءات متميزة في إدارة الفندق وحسن اختيار طاقم العمل,0,0,0,0,0,0,Neutral
تجربة فخمة وتستحق التكرار ⭐⭐⭐⭐⭐,0,0,0,0,0,0,Neutral
🇬🇧 English:,0,0,0,0,0,0,Neutral
My stay at JW Marriott Marina was overall very pleasant,10,1,0,0,0,0.7861,Good
"The hotel is located directly on the marina and attached to Marina Mall, with direct indoor access to the mall, which is very convenient",26,1,0,0,0,0,Good
"The marina view from the room is beautiful, the rooms are spacious, clean, and comfortable, and the room service is excellent",25,5,0,0,0,0.9274,Good
"There was a misunderstanding at reception at the beginning, and check-in took longer than expected",16,0,0,0,0,-0.4215,Worst
"However, the issue was resolved quickly and professionally by Manager Ahmed Safwat, who offered a discount for three nights along with complimentary breakfast, which was highly appreciated",30,0,0,0,1,0.8016,Worst
"I booked through Marriott Bonvoy, and the service was excellent",11,1,0,0,0,0.5719,Good
Special thanks to Mr,4,0,0,0,0,0.6808,Good
Adel at reception and Ms,5,0,0,0,0,0,Average
Amani for their kindness and professionalism—her smile was truly elegant,12,0,0,0,0,0.8885,Good
"Overall, the staff are professional and attentive to guest comfort",11,2,0,0,0,0.3612,Good
Important notes:,3,0,0,0,0,0.2023,Good
The water pressure in the bathroom was very weak,9,0,0,0,0,-0.659,Worst
"I informed the hotel, but unfortunately, the issue was not resolved",13,0,0,0,1,-0.5963,Worst
"I was surprised to find a towel hanging in the bathroom marked as clean, but it was actually dirty",20,1,0,0,1,-0.3716,Good
I reported this today to reception and spoke with a staff member named Ibrahim (Egyptian),17,0,0,0,0,0,Average
"However, I have not yet received a follow-up call or apology, despite still being a guest with a three-night stay",22,0,0,0,0,0.0516,Good
Please note: there is no women-only swimming pool; all facilities are shared,14,0,0,0,0,0.3612,Good
"Also, exiting the hotel by car can be busy due to a nearby traffic light and mall traffic, especially during peak hours",24,0,0,0,0,0,Average
Warm thanks to Marriott Bonvoy for employing such a highly competent and professional team to manage the hotel,18,1,0,0,0,0.7501,Good
A luxurious experience worth repeating ⭐⭐⭐⭐⭐,6,2,0,0,0,0.2263,Good
Truly one of my best hotel experiences,7,1,0,0,0,0.7964,Good
"The service was extremely attentive, and I felt very well taken care of throughout my stay",17,1,0,0,0,0.7056,Good
I had an amazing massage and would highly recommend it,10,3,0,0,0,0.7645,Good
"The gym is super clean, and the cold towels are a really nice touch",15,1,0,0,0,0.8655,Good
Breakfast was excellent as well,5,1,0,0,0,0.7003,Good
"I also did quite a bit of online shopping, and the concierge team was incredibly helpful, they received my packages and arranged seamless delivery to my room",29,1,0,0,0,0.4754,Good
"Overall, a fantastic experience with very attentive staff",9,2,0,0,0,0.5574,Good
Would definitely return,3,0,0,0,0,0.4019,Good
"If you expect luxury, you are at the wrong place",11,0,0,0,0,-0.4767,Worst
Pool is like a zoo with Beats all day and a crowd so you cannot lay on any beds,20,0,0,0,0,0.3612,Good
You have to speak up for yourself and complain so they block some sunbeds for your stay,17,0,0,0,0,-0.6887,Worst
As good as it gets and as premium as the brand stands for,13,0,0,0,0,0.4404,Good
"Well, as always the JW MARRIOTT, always lives up their name and meets the expectations barring none",19,0,0,0,0,0.6633,Good
It's luxury personified,4,0,0,0,0,0,Average
with premium exemplified,3,0,0,0,0,0,Average
Many more to you,4,0,0,0,0,0,Average
Séjour d’une nuit au JW Marriott Dubai pour profiter de la marina,14,0,0,0,0,0.6166,Good
"|Joli hôtel, très pratique avec l’accès direct au mall",12,0,0,0,0,0,Average
"|La chambre est confortable, la literie également, idéale pour une courte escale ou un city break",18,0,0,0,0,0,Average
"|Un bon hôtel, fonctionnel et agréable, parfaitement adapté pour découvrir le quartier de la marina",17,0,0,0,0,0,Average
|Magnifique vue depuis la chambre,5,0,0,0,0,0,Average
Wonderful experience,2,1,0,0,0,0.5719,Good
"A very nice place, we had a great time",10,1,0,0,0,0.8016,Good
The rooftop pool is fantastic!,6,1,0,0,0,0.5983,Good
"Pool is the best , tasty food, amazing atmosphere 🕊️✨",11,3,0,0,0,0.8834,Good
Belle endroit ! On y mange bien :) bien accueillis je recommande vivement ! Merci !,17,0,0,0,0,0.5962,Good
L’hôtel a bien changé depuis ma première venue il y a une 10aine d’année,18,0,0,0,0,0,Average
Il était géré par the Adress et c’était un tout autre niveau,14,0,0,0,0,-0.128,Worst
Si vous comptez vous reposer à la piscine c’est impossible,12,0,0,0,0,0,Average
"De la musique très forte est constamment balancée , c’est un endroit pour les 25-30 ans",18,0,0,0,0,0,Average
"De plus, ils font des travaux et augmentent le son pour compenser le bruit des travaux",17,0,0,0,0,0,Average
Ce sont des méthodes de voyous,6,0,0,0,0,0,Average
Je ne reviendra plus dans cet hôtel,7,0,0,0,0,0,Average
"I have been teaching at the Marriott meeting rooms for a year now and the catering, coffee breaks, services, support of the staff, in particular Sharif who is fully dedicated and supportive to the best",39,1,0,0,0,0.9128,Good
"Great services, mainly specially from the banquet team, specifically Mr",12,1,0,0,0,0.6249,Good
"Sherif, who is dedicated all the time to serve our events and courses with his kindness and professionalism",19,0,0,0,0,0.7184,Good
He attended to our requirements and needs whenever required with discipline and a smile on his face,17,0,0,0,0,0.3612,Good
Excellent stay - everything you can expect from this brand and more,12,1,0,0,0,0.5719,Good
The hospitality team is warm and attentive at all touchpoints from the front desk to the room services,18,1,0,0,0,0.2263,Good
I want to specially call out Mr,7,0,0,0,0,0.0772,Good
Bahaa restaurant manager at the lobby level,7,0,0,0,0,0.0258,Average
"I've never seen such a caring host, ensuring that the guest's special dietary needs are taken care of",21,0,0,0,0,0.8807,Good
All the best!,4,1,0,0,0,0.6696,Good
سعر مبالغ فيه,0,0,0,0,0,0,Neutral
"Amazingly maintained and decorated, with spectacular views and a strategic location",12,0,0,0,0,0,Average
Friendly accommodating staff and consistent customer service,7,1,0,0,0,0.4939,Good
Felt welcomed and taken care of from start to end,10,0,0,0,0,0.6808,Good
Truly thank you,3,0,0,0,0,0.6597,Good
Keep up the good work and impeccable presentation and customer service,11,0,0,0,0,0.4404,Good
من افضل الفنادق اللي سكنت فيها من ناحية الخدمه والاستقبال الله يعطيهم العافيه الاستاذ خوسيه والاستاذ عادل وكل الطاقم الموجود كل شخص يخدمك بكل رحابه وبشاشه,0,0,0,0,0,0,Neutral
تجربة حلوه وزادها حلاوة خدمة الاستقبال احمد ابراهيم خلوق ودود ومحترم,0,0,0,0,0,0,Neutral
Dieses Hotel ist einfach nur toll,6,0,0,0,0,0,Average
"Klasse Service, mega leckeres Frühstück ausfefallener Poolbereich ,excellente Lage",11,0,0,0,0,0,Average
Wir kommen wieder,3,0,0,0,0,0,Average
Beautiful Xmas 🎄vibe and DAY+NIGHT view of Marina Bay Area,10,1,0,0,0,0.5994,Good
This hotel is not a 5 star hotel,8,0,0,0,0,0,Average
Why you ask? Well because,6,0,0,0,0,0.2732,Good
"they don’t clean rooms properly and it shows from the crumbs on the floor, the water stains on the mirror, the lack of attention to detail",30,1,0,0,0,0.1027,Good
They forget to bring you things you ask for,9,0,0,0,0,-0.2263,Worst
They ask you for a big deposit upon your arrival which is not mentioned anywhere on their website,18,0,0,0,0,0,Average
Their pool is overcrowded,4,0,0,0,0,0,Average
They don’t tell you about other taxes until the end,12,0,0,0,0,0,Average
Their spa is overpriced and they won’t apply the voucher they gave on some of their massages which they won’t tell you about unless you ask,30,0,0,0,1,0,Worst
The only thing we appreciated were the butlers who were very kind and helpful,14,2,0,0,0,0.8766,Good
Wife varity of restaurant and friendly staff,7,1,0,0,0,0.4939,Good
Топ,0,0,0,0,0,0,Neutral
Живем здесь,0,0,0,0,0,0,Neutral
Вход сразу в молл,0,0,0,0,0,0,Neutral
Идеально летом,0,0,0,0,0,0,Neutral
"Большой бассейн, классный зал",0,0,0,0,0,0,Neutral
"Заезд с главной дороги на паркинг , не нужно стоять в пробках",0,0,0,0,0,0,Neutral
Чистота,0,0,0,0,0,0,Neutral
"Безопасный , курьеров просто так не пустят",0,0,0,0,0,0,Neutral
"This is to appreciate Mr Afsal in JW Kitchen for his professionalism , gentle hospitality and attention to details and his hls gorgeous smile",24,0,0,0,0,0.9375,Good
Also Mr Alfrin for his amazing work ethics,8,1,0,0,0,0.5859,Good
Too for Nithya for her welcoming and professional reception mannerism,10,2,0,0,0,0.4404,Good
This is a highly skilled team of respectful resilient and wonderful staff you shall be always proud of,18,1,0,0,0,0.8689,Good
Property location is good but breakfast  & dinner spread was not as per JW Marriott standard there were very few vegan options   even service for breakfast was also not as per sJW standard  flush in toilets were also not working very well  small improvements can bring a good positive changes in property,52,0,2,0,1,0.8364,Average
فاخر وهادئ ويتميز بأطلالات رائعة واسعاره ممتازة ونظيف جداً,0,0,0,0,0,0,Neutral
"Was an amazing afternoon by the pool , with great fresh food and amazing cocktails :) and the dj was so good impossible to not dance on the dance floor",31,4,0,0,0,0.9672,Good
Deeply disappointed so we left before the end of our stay and switched hotels,14,0,0,0,1,-0.5256,Worst
There’s built up gunk in the bathroom and the stay felt like a 3 star really old hotel,20,0,0,0,1,0.3612,Worst
Service at reception was horrible,5,0,0,0,1,-0.5423,Worst
"Cleaning, bellmen, and restaurant staff were kind",9,1,0,0,0,0.5267,Good
Ich hatte einen rundum wunderbaren Aufenthalt in diesem Hotel,9,0,0,0,0,0,Average
Das Hotel ist sehr schön und überzeugt durch seine hervorragende Lage direkt an der Marina,15,0,0,0,0,0,Average
"Mein Zimmer war sauber, gepflegt und sehr komfortabel ich habe mich dort von Anfang an wohlgefühlt",17,0,0,0,0,-0.5994,Worst
Der Zimmerservice war ausgezeichnet und stets zuverlässig,7,0,0,0,0,-0.5994,Worst
"||Besonders hervorheben möchte ich das Personal aus allen Abteilungen: durchweg sehr nett, aufmerksam und zuvorkommend",17,0,0,0,0,0,Average
"Man spürt sofort, dass hier großer Wert auf Gastfreundschaft gelegt wird",12,0,0,0,0,0,Average
||Allgemein ist das gesamte Hotel äußerst ordentlich und gepflegt,9,0,0,0,0,0,Average
"||Das Essen in der JW Kitchen ist durchweg sehr zu empfehlen egal ob Frühstück, Mittag- oder Abendessen",18,0,0,0,0,0.516,Good
Die Qualität der Speisen sowie der Service im Restaurant sind auf einem hohen Niveau,14,0,0,0,0,-0.5994,Worst
Besonders aufgefallen ist mir die aufmerksame und professionelle Art des Restaurantpersonals,11,0,0,0,0,-0.5994,Worst
||Ganz besonders möchte ich den Kellner Abdul Nasar hervorheben,9,0,0,0,0,0,Average
"Er ist mit Abstand einer der zuvorkommendsten, freundlichsten und herzlichsten Menschen, die ich je kennengelernt habe",18,0,0,0,0,-0.5994,Worst
"Seine Kompetenz, seine Freundlichkeit und seine außergewöhnliche Aufmerksamkeit haben meinen Aufenthalt maßgeblich bereichert",14,0,0,0,0,0,Average
Bei ihm habe ich mich als Gast besonders willkommen und wertgeschätzt gefühlt,12,0,0,0,0,0,Average
"||Das gesamte Team schafft eine wirklich tolle Atmosphäre, zu der man sehr gerne wieder zurückkommt",16,0,0,0,0,0,Average
Ich kann dieses Hotel uneingeschränkt weiterempfehlen und komme definitiv wieder,10,0,0,0,0,0,Average
It was a great experience,5,1,0,0,0,0.6249,Good
"The facility was very clean, and the staff were extremely kind and professional—especially the front desk team",20,3,0,0,0,0.7708,Good
"Special thanks to the duty manager Joes and  Adel, ,Mariam and others in the front disk",18,0,0,0,0,0.6808,Good
"Moreover, i would like to thank  Ehab and the kitchen staff",12,0,0,0,0,0.6124,Good
I would definitely choose this place again,7,0,0,0,0,0.4019,Good
Highly recommended,2,1,0,0,0,0.2716,Good
Thank you to everyone,4,0,0,0,0,0.3612,Good
"•Komfortabel ausgestattetes, großzügiges Zimmer mit Kingsize Bett|• Mehr als geräumiges Bad mit Regendusche und Wanne|• opulentes, internationales Frühstücksangebot mit frischem Obst / auf Anfrage frisch zubereiteten Säften|• freier Zugang zu einem tollen Außenpool mit beeindruckendem Panoramablick|• stets sehr freundliches Personal, das bei allen Anfragen mit Rat und Tat zur Seite stand …",55,0,0,0,0,-0.5423,Worst
Connected to Marina Mall,4,0,0,0,0,0,Average
great location,2,2,0,0,0,0.6249,Good
super service,2,0,0,0,0,0.5994,Good
دفعت لأجل الإطلالة وهذا ماحصلت عليه، إطلالة على مبنى مواقف السيارات!,0,0,0,0,0,0,Neutral
إضافة إلى الموسيقى الصاخبة التي حرمتنا من فتح الباب والاستمتاع بالتراس والجو العليل,0,0,0,0,0,0,Neutral
الفتدق جميل والموظفون ودودون لكن هذه الملاحظات أزعجتني جدا وتحدثت بها معهم لكن لم أجد فائدة,0,0,0,0,0,0,Neutral
אני מספר פעמים במלון מ מיוריוט מרינה ותמיד מיתקבל לעובד אצל העובד SIRAJ yeah בבאר המלון בנכס אדיב ומחייך תענוג לקבל שירות בחיוך ובסבר פנים יפות העובד מעלה את רמת השירות 👍🫶❤️,0,0,0,0,0,0,Neutral
Merkezi konum otel harika,4,0,0,0,0,0,Average
"Great stay housekeeping Mustafa, our attendant, provided top-notch service with a smile",14,1,0,0,0,0.765,Good
"Clean rooms, comfy beds, and excellent amenities",9,2,0,0,0,0.7506,Good
"Highly recommend! 5/5 stars!""",0,0,0,0,0,0,Neutral
"מלון נהדר, שירות מעל ומעבר",0,0,0,0,0,0,Neutral
"חדרים ענקיים, מאובזרים",0,0,0,0,0,0,Neutral
ארוחת בוקר מגוונת וטעימה,0,0,0,0,0,0,Neutral
"מיקום מושלם יציאה לקניון המרינה,ולטיילת המרינה",0,0,0,0,0,0,Neutral
קרוב מרחק הליכה לחוף הים,0,0,0,0,0,0,Neutral
מושלם,0,0,0,0,0,0,Neutral
ממומלץ בחם,0,0,0,0,0,0,Neutral
Extremely awesome experience 👏,4,1,0,0,0,0.659,Good
Abdulnaser etait  tres chaleureux ainsi que tout le staff la nourriture etait tres variée et une belle vuesur la marina et pour les enfants y a une Playstation,28,0,0,0,0,-0.128,Worst
Pool Area,2,0,0,0,0,0,Average
Discrimination of men,3,0,0,0,0,0,Average
if you are not guest in the hotel thy charge woman 150AED and men 350AED,15,0,0,0,0,0,Average
? its not acceptable,4,0,1,0,0,-0.2411,Average
maybe its a gentlemensclub or swingerclub,6,0,0,0,0,0,Average
no idea,2,0,0,0,0,-0.296,Worst
its not the priceproblem! its not acceptable to make difference between men and woman,15,0,1,0,0,-0.308,Average
charge all 350AED if you need and its ok,9,0,1,0,0,0.296,Average
I had an amazing experience during my stay at JW Marriott Marina Dubai,13,1,0,0,0,0.7983,Good
"The hotel is beautifully designed, modern, and perfectly located in the heart of Dubai Marina, with easy access to restaurants, attractions, and the waterfront",29,1,0,0,0,0.9571,Good
The staff were incredibly welcoming and attentive throughout my stay,10,2,0,0,0,0.4927,Good
"Check-in was smooth, and every request was handled quickly and professionally",12,0,0,0,0,0,Average
"My room was spotless, spacious, and offered a stunning view of the Marina",15,2,0,0,0,0.3818,Good
"Breakfast was excellent with a wide variety of fresh options, and the service team made the experience even better",20,2,0,0,0,0.836,Good
"The facilities, including the pool and gym, were well-maintained and added to the overall comfort of the stay",20,0,0,0,0,0.3612,Good
"Overall, it was a memorable experience, and I would definitely choose JW Marriott Marina again on my next visit to Dubai",23,0,0,0,0,0.7213,Good
"Highly recommended for anyone looking for comfort, luxury, and top-notch service",13,1,0,0,0,0.5563,Good
We visited pool inside the hotel “Wane by Somia” and hostess in pool was very rude and disrespected with me and my boyfriend because we not stay at hotel but we come to join the pool party((((( aggressive and disrespect way of conversation we was in shock,54,0,0,0,1,-0.7121,Worst
She tell her name is  NASIMA !!!! May be she is lie I don’t know,0,0,0,0,0,0,Neutral
"One of the amazing stays I made in Dubai, I actually celebrated my husband’s birthday along with my business trip, I requested the hotel for special arrangements and I am really grateful for their support and nice arrangements",42,1,0,0,0,0.9583,Good
"Overall I really enjoyed my stay and for sure I will recommend this hotel for all: as the hotel is luxury, JW kitchen’s food is so delicious, the location is amazing next to one of the best malls in Dubai, connected to Dubai Marina where you can find a number or restaurants and cafes and you will also be able to take a boat/ yacht trips",72,5,0,0,0,0.9771,Good
Thanks to all the staff at the hotel as all were friendly and respectful,14,0,0,0,0,0.8442,Good
Vue agréable sur le canal très bien servie par monsieur Abdul Nasar,12,0,0,0,0,0,Average
Vous pouvez dinner sur le balcon,6,0,0,0,0,0,Average
Buffet était bon,3,0,0,0,0,0,Average
Came back to the JW Marriott after my first stay because Adel made such a great impression,17,1,0,0,0,0.8531,Good
"The rooms are amazing, but it’s really the service that brings me back",16,1,0,0,0,0.34,Good
"This trip I bumped into Adel again, and also had Al Amin helping me with my bags super helpful and friendly",22,1,0,0,0,0.9022,Good
Thank you both for making the stay smooth,8,0,0,0,0,0.3612,Good
"Zentral in der dubai marina gelegenes hotel mit fussläufiger u guter Anbindung an bus (auch hopp on hopp off) , Tram u metro",25,0,0,0,0,0,Average
"Direkt an die marina mall angebaut, mit direktem Zugang",10,0,0,0,0,-0.5994,Worst
Saubere u geräumige Zimmer,4,0,0,0,0,0,Average
Service ( zumindest für männer) gut,7,0,0,0,0,0,Average
"Frühstück umfangreich mit guter, gesunder Auswahl",7,0,0,0,0,0,Average
Preis- Leistung ok,3,0,1,0,0,0.296,Average
Personal nett u freundlich,4,0,0,0,0,0,Average
Gerne wieder,2,0,0,0,0,0,Average
"Lovely hotel and restruant, great pool with direct access to mall and marina",14,1,0,0,0,0.836,Good
Pleasant and cheerful experience,4,1,0,0,0,0.7783,Good
Good Location,2,0,0,0,0,0.4404,Good
Great Pool Parties,3,1,0,0,0,0.7783,Good
Very nice Hotel,3,0,0,0,0,0.4754,Good
Loved the all inclusive meals option,6,1,0,0,0,0.5994,Good
The experience provided by the JW Marriott Marina Dubai was genuinely outstanding,12,1,0,0,0,0.8091,Good
Our visit was marked by a level of service and personal attention that consistently surpassed our highest expectations,18,0,0,0,0,0,Average
"From the instant my wife and I stepped onto the property, the team demonstrated an unwavering commitment to our comfort and satisfaction, making every engagement feel both exceptionally professional and authentically cordial",34,1,0,0,0,0.875,Good
"It all started with Ahmed's proactive support via email, which was crucial in securing an exceptional room that boasted a spectacular view of the marina",27,1,0,0,0,0.7783,Good
"The meticulous planning spearheaded by Vamshi, the concierge, was instrumental to the success of our trip",18,0,0,0,0,0.5719,Good
"For weeks leading up to our arrival, Vamshi collaborated with my wife via Whatsapp to craft a flawless itinerary for my birthday celebration",24,0,0,0,0,0.5106,Good
The customized elements—from superb dining suggestions to the stunning room decor provided both at check-in and on my birthday itself—showcased an extraordinary level of thoughtful curation,30,1,0,0,0,0.8519,Good
"Furthermore, the daily welcoming presence of Adnan, who managed our transportation needs and offered cheerful navigational assistance, was a delightful touch",24,2,0,0,0,0.8807,Good
"We must also extend our gratitude to the skilled artist who created our unique souvenir portrait, a charming depiction of us as polo bears, which we will treasure forever!",32,0,0,0,0,0.906,Good
"This entire stay felt truly phenomenal, creating memories that will last a lifetime",14,0,0,0,0,0.6249,Good
"Our profound appreciation goes out to the dedicated, warm, and highly skilled individuals who elevated this vacation into something truly magical",23,0,0,0,0,0.8779,Good
We departed with anticipation for our next return,8,0,0,0,0,0.1027,Good
Thank you JW Marriott Marina Dubai Team!!,9,0,0,0,0,0.7519,Good
"Our stay at the fabulous JW Marriott Marina Dubai was nothing short of extraordinary! From the moment we arrived, the staff went above and beyond to make us feel welcome and cared for",35,0,0,0,0,0.9157,Good
"Every interaction was warm, professional, and genuinely memorable",10,1,0,0,0,0.2263,Good
"The concierge, Vamshi, spent weeks messaging with me before our trip to help plan a perfect itinerary for my husband’s milestone birthday",26,1,0,0,0,0.7506,Good
This is a celebration we will never forget because every detail was so thoughtfully personalized,15,0,0,0,0,0.6319,Good
