review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
الافطار في الفندق عالمي ومتعدد ومتنوع,0,0,0,0.0,0,Neutral,Neutral
هدوء الغرف والممرات,0,0,0,0.0,0,Neutral,Neutral
انصح بالاقامة فيه,0,0,0,0.0,0,Neutral,Neutral
واتمنى اوقات اجازاتهم الرسمية خفض اصوات الموسيقى عند المسبح,0,0,0,0.0,0,Neutral,Neutral
اجمل مكان تقدر تاخذ عائلتك فيه ، فيه من الروعة والجمال والتميّز بكل شي خدماته سريعة ومميزة من الاستقبال وحتى المغادرة وبالأخص موظفين الاستقبال روعة وسرعة ولباقة وشكراً وبالأخص الاخ عادل ، بصراحة تجربة لازم نكررها ، شكراً,0,0,0,0.0,0,Neutral,Neutral
hotel is much older and gone through a refurbish which looks great,12,1,0,0.0,0,Good,Good
only issue i faced was the ac in room was not getting cold and sleep was disturbed because temp wouldnt get to a constant,26,0,0,0.0,1,Worst,Worst
didnt get to enjoy the pool and other faculties,9,0,0,0.0,0,Worst,Good
location is amazing,3,1,0,0.0,0,Good,Good
kate at front desk was very helpful upon check in,10,1,0,0.0,0,Good,Good
although a good location i will not return as the air con system seems old and also i get disturbed hearing other room doors opening and closing,27,0,0,0.0,1,Worst,Worst
ultimate dream place,3,0,0,0.0,0,Good,Average
this is shubham goyal india this side,8,0,0,0.0,0,Average,Average
i had booked two rooms in your property from august till august,14,0,0,0.0,0,Average,Average
i am apologetically very very disappointed with the services rendered at your property,13,0,0,0.0,2,Worst,Worst
this is my second stay here,6,0,0,0.0,0,Average,Average
earlier the hotel was under address marina,8,0,0,0.0,0,Average,Average
chief complaints,3,0,0,0.0,0,Worst,Average
i had asked for a parantha in the morning and it was served frozen chilled,15,0,0,0.0,0,Average,Average
⁠ i had ordered masala dosa which wasn’t served on the breakfast table for minutes,18,0,0,0.0,0,Average,Average
⁠upon special request ordered a bombay sandwich but no one bothered to serve,15,0,0,0.0,0,Good,Good
this is so unfair from the clients’ view who is paying a fairly good amount of money for the breakfast and this is what you are serving,28,0,0,0.0,0,Worst,Good
services a big zero,4,0,0,0.0,0,Average,Average
client satisfaction level a very big zero,7,0,0,0.0,0,Good,Average
won’t ever recommend this to anyone,8,1,0,0.0,0,Good,Good
sehr schön komme gern wieder,6,0,0,0.0,0,Average,Average
this hotel was beginning to be good experience but was ultimately ruined by a member of staff,17,0,0,0.0,0,Worst,Good
we had stayed at this hotel for nights already and were due to check out but instead we extended for another nights,26,0,0,0.0,0,Average,Average
during this process our key cards stopped working and needed renewing but nora refused us entry to our rooms until my boyfriend returned from the gym and paid for the additional nights,35,0,0,0.0,0,Worst,Worst
i understand the need to pre payment but all our belongings were still in our room and we had already stayed nights,23,0,0,0.0,0,Average,Average
its like all the customer loyalty went out the window,11,0,0,0.0,0,Good,Good
they really made us feel unwelcome which is the total opposite of how a hotel should treat clients especially ones who have already stayed and obviously paid for nights,34,0,0,0.0,0,Average,Average
i also mentioned to her the day before room cleaning wasn’t done we arrived at pm and she didn’t do anything about it,28,0,0,0.0,0,Average,Average
aside from noras customer service the hotel was nice,11,0,0,0.0,0,Good,Good
although i would struggle to recommend this hotel vs others when it comes to making guests feel welcome,18,1,0,0.0,0,Good,Good
everything was absolutely amazing made even more memorable by the incredible staff,13,1,0,0.0,0,Good,Good
i’d especially like to thank achraf gulaym ayoub al amin and khatuna for their exceptional hospitality — you truly made my stay unforgettable,29,1,0,0.0,0,Good,Good
great location attached to marina mall and good location without getting stuck in jbr traffic,15,2,0,0.0,0,Good,Good
unfortunately this hotel used to be a lot better before they transformed the lovely infinity pool into a beach club a few years back,24,0,0,0.0,0,Good,Good
no longer a chilled environment especially for families,9,0,0,0.0,0,Worst,Worst
therefore will not be returning to stay at this hotel,11,0,0,0.0,0,Average,Average
staff members were nice but overall service is very slow especially valet service,13,0,0,0.0,1,Worst,Worst
it took them almost an hour to get my car,11,0,0,0.0,0,Average,Average
chandraiah supervisor and dini sandre team are so professional we are very happy,14,1,0,0.0,0,Good,Good
i stayed in this hotel multiple times,7,0,0,0.0,0,Average,Average
specially this trip i stayed for a week,8,0,0,0.0,0,Average,Average
in day due to political situation there were very less number of hotel guests and there was even lesser number of indian guests so the food options in their laventera buffet was not very ethicized and frankly it was a disappointment on my day,47,0,0,0.0,0,Worst,Worst
i made a complained and the executive chef immediately took action and connected me with chef jeevan viswakarma,18,0,0,0.0,0,Worst,Worst
jeevan took care of my food requirements so well that he asked my choices in a daily basis and served me indian food choices,24,0,0,0.0,0,Good,Good
he is a great indian food chef and very humble demeanor,11,1,0,0.0,0,Good,Good
ashwani also is a chef in the kitchen and between both of them i was highly satisfied for my food requirements,22,0,0,0.0,0,Good,Good
would recommend anyone staying here to ask for indian menu options if you prefer and you will be taken care of so well,23,1,0,0.0,0,Good,Good
love the food chef mayank surprised us with a nice gesture,11,1,0,0.0,0,Good,Good
my husband need to eat jelly daily since he has nee problem,12,0,0,0.0,1,Worst,Worst
ask once didnt expect next day he prepared one and the next day tell the last day of our stay thank chaff thanks marriott christen sue and the rest of the crew,33,0,0,0.0,0,Good,Good
the mayami team especially belal nice and helpful,8,1,0,0.0,0,Good,Good
chef krishan has been absolutely amazing incredible food and service,11,1,0,0.0,0,Good,Good
always great help,3,1,0,0.0,0,Good,Good
appreciate assistance,2,0,0,0.0,0,Good,Good
chef krishan at marriott made the whole experience feel truly special,11,0,0,0.0,0,Good,Good
the food was exceptional — beautifully presented fresh and full of flavor,14,2,0,0.0,0,Good,Good
but what stood out the most was his personal attention to guests and genuine passion for what he does,19,0,0,0.0,0,Good,Average
you can really feel the care and professionalism behind every detail,11,0,0,0.0,0,Good,Good
thank you for such a warm and memorable experience,9,0,0,0.0,0,Good,Good
looking forward to coming back again,6,0,0,0.0,0,Average,Average
chef krishan,2,0,0,0.0,0,Average,Average
overall impression chef krishan elevates the dining experience with a clear passion for fresh ingredients and innovative flavour combinations,20,1,0,0.0,0,Good,Good
each dish was meticulously prepared and beautifully presented,8,0,0,0.0,0,Good,Average
they was a standout with perfectly balanced flavors and a delightful texture,13,1,0,0.0,0,Good,Good
the ingredients were clearly of high quality contributing to an overall exceptional taste,14,1,0,0.0,0,Good,Good
the menu offered a diverse range of options catering to various palates while still showcasing the chefs unique culinary vision,22,0,0,0.0,0,Good,Average
there were several vegetarian options as well,7,0,0,0.0,0,Good,Good
chef krishan was visible in the dining area interacting with guests and ensuring satisfaction,15,0,0,0.0,0,Good,Average
the kitchen staff clearly worked efficiently to deliver each dish promptly,11,0,0,0.0,0,Good,Good
the restaurants ambiance was elegant and inviting complementing the high standard of the food,16,0,1,0.0,0,Average,Average
considering the quality of the ingredients the skill in preparation and the overall dining experience the prices were reasonable,22,0,1,0.0,0,Average,Average
absolutely i highly recommend dining at marritot experience chef krishan culinary talents,13,2,0,0.0,0,Good,Good
chef krishan is a true asset to the marriott and i look forward to seeing what innovative dishes they create in the future,24,0,0,0.0,0,Good,Good
best regard nageena sonya hussain and sajid hussain,8,1,0,0.0,0,Good,Good
excellent service across the board,5,2,0,0.0,0,Good,Good
highly recommend above restaurant and bal harbor beach where zubai couldn’t do enough for us,18,2,0,0.0,0,Good,Good
thank you,2,0,0,0.0,0,Good,Good
paul at the reception was very helpful and supportive,9,1,0,0.0,0,Good,Good
great service,2,2,0,0.0,0,Good,Good
we really enjoyed the breakfast yoday with them and chef krishan is really helpful and served much better,18,2,0,0.0,0,Good,Good
good luck for everyone,4,0,0,0.0,0,Good,Good
chef krishan was great and hospital he went out of his way to provide excellent and customized service,19,2,0,0.0,0,Good,Good
i had an amazing experience at the hotel,8,1,0,0.0,0,Good,Good
paul at the reception was exceptionally helpful with arranging a comfortable and relaxing stay and directing me to the various amenities that the hotel has to offer as well as beach access,33,2,0,0.0,0,Good,Good
the restaurants that i tried at the hotel had excellent food and service cucina smoki moto levantera and gelateria,22,1,0,0.0,0,Good,Good
i loved the room too having a balcony view to watch the sunset while the bed and pillows were perfect for resting and rejuvenating,26,2,0,0.0,0,Good,Good
thank you to the hotel and staff for an amazing stay experience,12,1,0,0.0,0,Good,Good
standard hotel room but with beautiful seaview,7,1,1,0.0,0,Good,Good
friendly and accommodating staffs,4,1,0,0.0,0,Good,Good
sumptuous breakfast,2,0,0,0.0,0,Average,Average
chef jevan stood out the most,6,0,0,0.0,0,Average,Average
location is excellent,3,1,0,0.0,0,Good,Good
an indoor strip mall is just across the road,9,0,0,0.0,0,Average,Average
pleasant experience all in all,6,1,0,0.0,0,Good,Good
chef krishan was amazing and took such great care of us during our holiday at marriott,16,2,0,0.0,0,Good,Good
thank you for your kindness and hospitality,8,0,0,0.0,0,Good,Good
entire staff v good,4,0,0,0.0,0,Good,Good
chef krishan did a wonderful job thank you,10,1,0,0.0,0,Good,Good
really took great care of us,6,1,0,0.0,0,Good,Good
consistently and with a lot of care,7,0,0,0.0,0,Good,Good
is v much appreciated,4,0,0,0.0,0,Good,Good
made it special,3,0,0,0.0,0,Good,Good
great hotel from different perspectives,5,1,0,0.0,0,Good,Good
it’s clean i’m happy they let me park my own car in their basement the cleaning staff were attentive and nice,27,2,0,0.0,0,Good,Good
location wise it’s great because you have access to the west palm beach promenade which has different restaurants and beach clubs,23,1,0,0.0,0,Good,Good
chef krishan at marriot resort hotel dubai went above and beyond with the service and taste of the food,19,0,0,0.0,0,Average,Average
nothing was never difficult for him and most importantly always smiling and be welcoming,14,1,0,0.0,0,Good,Good
what an experience with the food at marriott resort,9,0,0,0.0,0,Average,Average
i met a chef named krishan who made the most wonderful food i have tried anywhere in the world,19,1,0,0.0,0,Good,Good
the team made our entire uae trip an absolutely unforgettable experience,11,0,0,0.0,0,Average,Average
nothing was too difficult and throughout the day the entire team knew us by name and were always willing to assist provide recommendations for tours sightseeing places to eat and even good food to order,38,0,0,0.0,0,Good,Good
beach and pool experiences were the same,7,0,0,0.0,0,Average,Average
the entire team pictured below understand what it means to deliver true customer service,14,0,0,0.0,0,Good,Good
security services were top notch,5,0,0,0.0,0,Good,Good
restaurant service and hospitality second to none,7,0,0,0.0,0,Average,Average
even amidst difficult guests who were often unreasonable and aggressive the entire team maintained composure and professionalism,18,0,0,0.0,0,Worst,Worst
ayesh khalim keagan min paul sue tolhohem dinuka tamfon and santosh not pictured,23,0,0,0.0,0,Average,Average
we will definitely return and highly recommend the property not because it is a marriot property with star amenities facilities and furnishings but because of the the people who made the experience truly star,35,2,0,0.0,0,Good,Good
happy to be here,4,0,0,0.0,0,Good,Good
everything was amazing,3,1,0,0.0,0,Good,Good
specially for the breakfast i am happy to wake up early and chef krishan always makes the best breakfast ever,20,1,0,0.0,0,Good,Good
thanks to the team 🫶,5,0,0,0.0,0,Good,Good
we had a wonderful breakfast experience at marriott palm jumeirah and a big part of that was thanks to jeevan,21,1,0,0.0,0,Good,Good
he truly went above and beyond to make sure everything was perfect for us,14,1,0,0.0,0,Good,Good
his attention to detail kindness and genuine effort to ensure we enjoyed our meal did not go unnoticed,20,1,0,0.0,0,Good,Good
exceptional service like his makes a difference and turns a good breakfast into a memorable experience,16,1,0,0.0,0,Good,Good
thank you jeevan for your hospitality and for taking such great care of us,16,1,0,0.0,0,Good,Good
marriott is fortunate to have team members like you,9,0,0,0.0,0,Good,Good
stayed at the marriott for nights while on a business trip and from start to finish the experience was amazing,21,1,0,0.0,0,Good,Good
the staff could not do enough,7,0,0,0.0,1,Worst,Worst
their attention to detail when making the rooms the friendliness of all the waitresses in the restaurants the front of house accommodating my late check out needs the list goes on,34,1,0,0.0,0,Good,Good
special mention to christine and faith who always had a smile on their face and made me extremely welcome,19,0,0,0.0,0,Good,Good
but that also goes for all the staff,9,0,0,0.0,0,Average,Average
the marriott exceeded my expectations and they will certainly be seeing me again thankyou,16,0,0,0.0,0,Good,Good
mixed experience good value but manage expectations,8,1,0,1.5,0,Medium,Medium
we stayed here for a weekend special occasion and while the rates are currently very reasonable for the palm i would recommend managing expectations,28,1,1,0.0,0,Good,Good
there were a few service gaps throughout our stay,9,0,0,0.0,0,Average,Average
as a bonvoy gold member benefits like room upgrades were not proactively offered and overall service felt inconsistent including no followup after raising an issue with our first room which had a strong cigarette smell and visible damage,43,0,0,0.0,2,Worst,Worst
dining was also mixed—cucina was excellent and a clear highlight but room service was disappointing and not good value for the price,25,2,0,0.0,2,Good,Good
the pool area was very crowded particularly with families which made it less relaxing than expected,18,0,0,0.0,0,Good,Good
this may be fine if you’re visiting with children but less ideal for a quiet getaway,19,1,1,0.0,0,Good,Good
it’s also worth noting that most rooms are connecting we were told around so if you prefer more privacy or a completely separate room this may be difficult to guarantee,38,1,0,0.0,0,Good,Good
overall the hotel has potential and the pricing is attractive but it currently doesn’t deliver the level of experience you might expect from a marriott resort,30,0,0,0.0,0,Good,Average
chef krishan was extremely kind and attentive during our breakfasts at levantara restaurant,13,2,0,0.0,0,Good,Good
he personally offered to prepare a special breakfast menu for my sister and me which we truly appreciated,19,0,0,0.0,0,Good,Good
he had a thoughtful gesture and warm attitude that made us feel very welcomed and cared for,17,0,0,0.0,0,Good,Good
he went above and beyond with his service and showed genuine hospitality,12,0,0,0.0,0,Average,Average
thank you for such an excellent and memorable experience,9,1,0,0.0,0,Good,Good
thank you so much for the lovely breakfast experience,9,0,0,0.0,0,Good,Good
special thanks to chef krishan at levantara restaurant he made the best crème brûlée absolutely delicious,18,2,0,0.0,0,Good,Good
but even more than that his kindness and positive attitude were truly the best,15,1,0,0.0,0,Good,Good
really appreciated the warm hospitality and care,7,0,0,0.0,0,Good,Good
we spent a wonderful month in this hotel,8,1,0,0.0,0,Good,Good
the staff is extremely kind,5,1,0,0.0,0,Good,Good
great job by the cleaning team chandraiah dilini and sandra the leventara team and the lobby lounge staff especially kasuni,27,1,0,0.0,0,Good,Good
amazing hotelbreakfast very nice,6,1,0,0.0,0,Good,Good
chef krishan chef tolghan,5,0,0,0.0,0,Average,Average
the rooms are clean and spacious and the food was fresh and delicious,14,4,0,0.0,0,Good,Good
what made our stay even more amazing was that the hotel is petfriendly which made the experience truly wonderful for us,22,2,0,0.0,0,Good,Good
i highly recommend it especially considering the great value for the price paid,14,4,0,0.0,0,Good,Good
lovely stay at marriott hotel buffet was great and chef krishan was very nice and welcoming and genuine about making guests happy,23,2,0,0.0,0,Good,Good
cant wait to be back,6,0,0,0.0,0,Average,Average
amazing service,2,1,0,0.0,0,Good,Good
chef krishan was great very fast service and tasty food,11,2,0,0.0,0,Good,Good
abulrachman had assisted us with the best breakfast service,9,1,0,0.0,0,Good,Good
great stay great experience,5,2,0,0.0,0,Good,Good
chef dinuka at levantera made our meals very special,9,0,0,0.0,0,Good,Good
thanks to chef abdelrahman for supporting during breakfast,8,0,0,0.0,0,Good,Good
chambre confortable spacieuse l’emplacement de l’hôtel est idéal,14,0,0,0.0,0,Average,Average
gros point positif l’établissement est pets friendly,10,0,0,0.0,0,Good,Good
le restaurant de l’hôtel le levantera est excellent le buffet du soir est copieux et très qualitatif,20,1,0,0.0,0,Good,Good
que dire du petit déjeuner il est exceptionnel tout est frais un grand merci au chef krishan pour ses petites attentions quotidiennes pour ma fille de ans,30,0,0,0.0,0,Worst,Worst
nous avons séjourné semaines et reviendrons avec grand plaisir,10,0,0,0.0,0,Good,Good
beautiful hotel was really pleasantly surprisingly chilled and quiet we stayed on a friday night,20,2,0,0.0,0,Good,Good
great value,2,2,0,0.0,0,Good,Good
room had a lovely view,5,0,0,0.0,0,Good,Good
children enjoyed kids club,5,1,0,0.0,0,Good,Good
buffet restaurant was really special great selection,8,1,0,0.0,0,Good,Good
chef dinuka was especially helpful catering to our children’s requests,12,1,0,0.0,0,Good,Good
health risk ‼️,0,0,0,0.0,0,Neutral,Neutral
i rarely leave negative reviews but this experience at marriott resort palm jumeirah was extremely disappointing especially from a health and safety perspective,25,0,0,0.0,1,Worst,Worst
from the moment we arrived it was clear the hotel was not operating at the standard expected from a top marriott property,23,0,1,0.0,0,Average,Average
but this review is not due to this,8,0,0,0.0,0,Average,Average
the biggest issue was the air conditioning system,9,0,0,0.0,1,Worst,Worst
the ac was blowing out air that smelled damp and mouldy and by the second day i became sick from constantly breathing it in,25,0,0,0.0,0,Worst,Average
what made this even more concerning was seeing air purifiers placed throughout multiple floors of the hotel which strongly suggests this is a known issue rather than an isolated incident,31,0,0,0.0,1,Worst,Worst
the team placed a massivenoisy air purifier wedged between my bed and the wall,14,0,0,0.0,0,Average,Average
besides the noise of it no mayor changes to the smell,12,0,0,0.0,2,Worst,Worst
there was a complete lack of accountability or care from management,11,0,0,0.0,0,Good,Good
not once did anyone call me after the repeated complaints visits to the reception apologise or attempt proper conflict resolution after we raised serious health concerns,29,0,0,0.0,0,Worst,Worst
there were a few emails bouncing back and forth between me and abigail lear who didn’t follow up with me even after providing my number,27,0,0,0.0,0,Good,Good
yes on the final night we were moved to a suite but that completely misses the point,19,0,0,0.0,0,Worst,Average
i did not book this hotel hoping for compensation or upgrades,11,0,0,0.0,0,Good,Average
i simply wanted a comfortable safe and healthy stay at a premium property,15,1,0,0.0,0,Good,Good
health and safety issues related to air quality should never be ignored especially when guests are becoming ill,19,0,0,0.0,1,Worst,Worst
excellent hotel and the viewsfacilities are great,7,2,0,0.0,0,Good,Good
special thanks to chef krishan who makes the best omlettes,10,1,0,0.0,0,Good,Good
disappointment breakfast experience we ordered omelette and eggs benedict it took ages to arrive however on top of that no fresh juices no butter and the coffee was terrible and horrible after four trip to the counter,40,1,0,0.0,2,Worst,Worst
we still got no solution,5,0,0,0.0,0,Worst,Worst
well it was not like i was expected however definitely not good to recommend others,16,1,0,0.0,1,Good,Good
a while go i went there planing to eat in cucina,11,0,0,0.0,0,Average,Average
the guy at the parking was rude and not respectful asksing to self park the car in a bad manneri understand short of staff but at least put people who know how to talk to customer i left and canceled my dinner because of this unacceptable behavior,50,0,0,0.0,1,Worst,Worst
whilst we are still staying at the hotel for another days we wanted to give a big thumbs up and a huge thank you to chef krishan at lavantera for his patience excellent service and ability to cope under pressure,43,2,0,0.0,0,Good,Good
the restaurant was at capacity on sunday rd may due to high occupancy and the situation in the middle east impacting the hospitality industrychef krishan went above and beyond to service everyone fairly and apologize repeatedly to the many inpatient patrons who refused to understand that there was a delay due to high demand,55,0,0,0.0,1,Worst,Worst
the team did their best to ensure quality of the food and service was not compromised and hence they worked as fast as they could however there were still many people who behaved unreasonably,34,1,0,0.0,0,Good,Good
all the hotel and restaurant team members have been amazing so far and no reasonable request has been refused,19,1,1,0.0,0,Good,Good
stars for the hotel the team and chef krishan,11,0,0,0.0,0,Average,Average
more feedback to follow when we check out,8,0,0,0.0,0,Average,Average
my experience with the food here was truly exceptional,10,1,0,0.0,0,Good,Good
the quality of the dishes was outstanding and the flavors were balanced and harmonious,15,1,0,0.0,0,Good,Good
each dish had a unique taste and it was a rich experience in every detail,16,0,0,0.0,0,Good,Average
i will definitely visit again,5,0,0,0.0,0,Good,Good
great restaurant services,4,1,0,0.0,0,Good,Good
love the hotel facilities and especially the location,8,1,0,0.0,0,Good,Good
amazing experience,2,1,0,0.0,0,Good,Good
we stayed there for a night and our stay was short and amazing,13,1,0,0.0,0,Good,Good
right from checkin until the checkout the energy of the staff was very positive,14,0,0,0.0,0,Good,Good
few name i would like to highlight souradeep at the reception thoon at pool bar jino was great help in suggesting us the venues and making sure that we have a relaxing stay,36,1,0,0.0,0,Good,Good
the ladies at breakfast restaurant as well did a great job keeping their calm in busy times,18,1,0,0.0,0,Good,Good
above eleven restaurant is a must try with some delicious cocktails and bites,13,1,0,0.0,0,Good,Good
amazing resort 😍,3,1,0,0.0,0,Good,Good
we came yesterday marriott hotel in palm jumeirah …it was amazing experience,12,1,0,0.0,0,Good,Good
reception and management was very good,6,0,0,0.0,0,Good,Good
especially paul reception was gave an unforgettable services …thank u marriott team,14,0,0,0.0,0,Average,Good
very good experience,3,0,0,0.0,0,Good,Good
especially receptionist paul,3,0,0,0.0,0,Average,Average
excellent service in breakfast from and specially chef kishan,9,2,0,0.0,0,Good,Good
the best one here,7,1,0,0.0,0,Good,Good
beautiful hotel in palm but unfortunately the service is anything but,12,1,0,0.0,0,Good,Good
if you stay here be prepared to deal with untrained staff and very poor service,16,0,0,0.0,1,Worst,Worst
breakfast was a mess after a long wait in the queue we were given a dirty table by a rude staff member at the desk,26,0,0,0.0,2,Worst,Worst
our egg benedict with avocado never arrived and even basic tea and coffee didn’t show up,19,0,1,0.0,0,Average,Average
the restaurant itself was unclean and poorly managed,8,0,0,0.0,1,Worst,Worst
the same issues continued at the beach and poolorders didn’t arrive and service was extremely slow and disorganized,21,0,0,0.0,2,Worst,Worst
the italian restaurant was no different with similar delays and lack of attention,14,0,0,0.0,0,Worst,Worst
the only positive was the lobby staff who were actually helpful and polite,14,2,0,0.0,0,Good,Good
sadly the rest of the experience was disappointing,9,0,0,0.0,1,Worst,Worst
overall a “funny” hotel with “funny” service but not in a good way,18,0,0,0.0,0,Worst,Good
would not recommend,3,1,0,0.0,2,Worst,Worst
completely disappointed worst service at pool breakfast,8,0,0,0.0,2,Worst,Worst
отличная гостиница всем буду советовать и с удовольствием вернусь,0,0,0,0.0,0,Neutral,Neutral
красивые комфортные номера чистые пляж и бассейн есть все необходимое,0,0,0,0.0,0,Neutral,Neutral
настольный теннис особенно нас порадовал,0,0,0,0.0,0,Neutral,Neutral
ежедневная уборка в номере вежливый отзывчивый персонал спасибо в особенности баблу,0,0,0,0.0,0,Neutral,Neutral
вкусные и полные завтраки и ужины,0,0,0,0.0,0,Neutral,Neutral
рядом с отелем большой торговый центр,0,0,0,0.0,0,Neutral,Neutral
отношение к постояльцам от всех членов команды безумно доброжелательное мы остались в восторге,0,0,0,0.0,0,Neutral,Neutral
it was a great time staying in marriot resort the palm,11,1,0,0.0,0,Good,Good
paul he is the right person in the right place in the reception full support full respect,17,0,0,0.0,0,Good,Good
thank you very much for everything,6,0,0,0.0,0,Good,Good
loved their choice of music,5,1,0,0.0,0,Good,Good
chef krishan the chef at the breakfast is an awesome guy polite smiling accommodating the type of guy one wants to start his breakfast with,29,3,0,0.0,0,Good,Good
thank you chef,3,0,0,0.0,0,Good,Good
had a great time at marriott resort palm jumeirah,9,1,0,0.0,0,Good,Good
a big thanks to mandipnfrom front office chef kishan at the breakfast and bablu for taking care of us,20,0,0,0.0,0,Good,Good
had a great stay at the marriott hotel,8,1,0,0.0,0,Good,Good
what really stood out was the staff — everyone was very friendly helpful and professional,17,2,0,0.0,0,Good,Good
they made me feel welcome from checkin until i left,10,0,0,0.0,0,Good,Good
the hotel is also petfriendly which made our stay even better as we were traveling with our three dogs in a twobedroom setup,24,0,0,0.0,0,Good,Good
the staff were very accommodating and made sure we were comfortable,11,2,0,0.0,0,Good,Good
the team at levantera breakfast buffet were also amazing — attentive kind and always ready to help,19,3,0,0.0,0,Good,Good
overall excellent service and very welcoming staff,8,3,0,0.0,0,Good,Good
i would definitely come back,5,0,0,0.0,0,Good,Good
amazing staycation rooms pool beach food everything above standard,13,1,1,0.0,0,Good,Good
specially customers service shirley and her team at breakfast were just amazing,15,1,0,0.0,0,Good,Good
they helped us with the kids and gave us souvenirs just for staying in the hotel thank you guys from all the family,24,0,0,0.0,0,Good,Good
thank you shirley,3,0,0,0.0,0,Good,Good
i would like to sincerely highlight the outstanding hospitality of the front office team and their manager naser,18,1,0,0.0,0,Good,Good
from the very first moment of arrival the welcome felt warm genuine and highly professional,18,1,0,0.0,0,Good,Good
every interaction was handled with grace efficiency and a true sense of care that made the entire stay feel effortless,22,0,0,0.0,0,Good,Good
the front office team consistently demonstrated exceptional attention to detail,10,1,0,0.0,0,Good,Good
they anticipated needs before we even had to ask handled requests promptly and always did so with a friendly smile and positive attitude,25,0,0,0.0,0,Good,Good
it is clear that guest comfort and satisfaction are their top priorities,12,0,0,0.0,0,Good,Good
a special appreciation goes to the front office manager naser whose leadership is clearly reflected in the team’s performance,22,0,0,0.0,0,Good,Good
the manager was visible approachable and deeply committed to ensuring every guest felt valued and well taken care of,21,0,0,0.0,0,Good,Good
their ability to lead with professionalism kindness and precision creates a welcoming atmosphere that truly elevates the guest experience,21,1,0,0.0,0,Good,Good
this level of service turns a simple stay into a memorable one,12,0,0,0.0,0,Average,Average
thank you for creating such a warm and exceptional hospitality experience,11,1,0,0.0,0,Good,Good
especially priyanka and yaleska in the cafe were amazing,9,1,0,0.0,0,Good,Good
i look forward to returning and highly recommend this hotel to anyone seeking genuine service excellence,16,2,0,0.0,0,Good,Good
amazing ambiance and location,4,1,0,0.0,0,Good,Good
thank you very much marriott palm jumeirah dubai for a wonderful stay and experience,15,2,0,0.0,0,Good,Good
we stayed for night to celebrate my husbands birthday,11,0,0,0.0,0,Good,Average
we would like to thank the staff especially the following electrician who immediately fixed the aircon in our room the front desk mr umed who assist us and niko who wonderfully served us in our breakfast they have a wide selection,46,0,0,0.0,0,Good,Good
we truly feel welcomed and at home making our staycation memorable,12,0,0,0.0,0,Good,Good
heres the picture in our balcony and the egg benedict yummy,14,0,0,0.0,0,Good,Average
we stayed at the marriott hotel palm jumeirah with our family from april nd to april th and while the hotel itself is beautifully designed and has great potential our overall experience was unfortunately very mixed,38,1,0,0.0,0,Good,Good
one of the most disappointing aspects was the aed credit system,12,0,0,0.0,1,Worst,Worst
in our view this concept is unnecessarily restrictive and takes away from what should be a relaxing experience,19,0,0,0.0,0,Good,Good
instead of simply enjoying our meals we found ourselves constantly calculating how much credit we had left and which menu options would fit within it—both at cucina and the beach restaurant,34,0,0,0.0,0,Good,Good
this completely disrupted the feeling of a stressfree holiday,9,0,0,0.0,0,Good,Good
considering that the hotel was not busy during our stay this would have been the perfect opportunity to exceed guest expectations rather than limit services,26,1,0,0.0,0,Good,Good
the reasoning we were given—low occupancy—felt counterintuitive,11,0,0,0.0,0,Average,Worst
in such situations guest satisfaction should be the top priority,11,0,0,0.0,0,Good,Good
we had booked half board specifically to relax without worrying about additional costs and we paid the full price well in advance,23,0,0,0.0,0,Good,Good
unfortunately the services provided did not match those expectations,10,0,0,0.0,0,Worst,Worst
several facilities were heavily restricted the pool closes at sunset around pm the beach is no longer accessible after that time and even the lights in public areas are turned off around pm creating the impression that guests are being sent to bed,51,0,0,0.0,0,Worst,Worst
this significantly limited our ability to enjoy the property especially in the evenings,14,0,0,0.0,0,Good,Good
the spa operating hours am – pm were also quite inconvenient,0,0,0,0.0,0,Neutral,Neutral
during the day most guests are naturally at the beach or pool while early mornings or late evenings would be the ideal time to visit the spa—yet those options were not available due to these restrictions,40,0,0,0.0,0,Good,Good
we were genuinely dissatisfied with the overall service limitations and even considered changing hotels during our stay,17,0,0,0.0,0,Worst,Average
however i would like to highlight and sincerely thank several outstanding members of the staff tolgahan paul dinuka and banuka,25,1,0,0.0,0,Good,Good
their professionalism kindness and dedication made a significant difference and ultimately convinced us to stay,17,0,0,0.0,0,Good,Good
tolgahan went above and beyond in a truly exceptional way,10,1,0,0.0,0,Good,Good
when my mother fell ill he supported her with natural remedies and even coordinated with dinuka on his day off to arrange a tailored treatment for her flu,29,0,0,0.0,0,Worst,Average
this level of care is rare and deeply appreciated,9,0,0,0.0,0,Good,Good
paul reacted immediately when he learned about our concerns and took proactive steps to improve our experience,17,0,0,0.0,0,Good,Good
throughout our stay he provided consistent professional support and made us feel heard and valued as guests,19,1,0,0.0,0,Good,Good
banuka was always friendly attentive and ensured we were well taken care of during our meals,18,1,0,0.0,0,Good,Good
dinuka also played an important role behind the scenes supporting us with genuine care and effort,17,0,0,0.0,0,Good,Good
as a business owner managing several companies in germany i understand very well how critical the right people are for attracting and retaining customers,25,0,0,0.0,0,Good,Good
the individuals mentioned above are exactly the kind of employees any organization should value highly and make every effort to retain,21,2,0,0.0,0,Good,Good
