review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
Would definitely come back,4,0,0,0,0,Neutral,0
Thank you for a memorable experience,6,0,0,0,0,Neutral,0
"I almost had a terrible birthday weekend here, because my room wasn’t cleaned fully",17,0,0,0,1,Worst,0
"However, Mohammad was SO nice and accommodating that they moved me to a new room, gave me some breakfast coupons and even went above and beyond by giving me a late check out",35,1,0,0,0,Good,0
I was so impressed with their urgency to make sure my stay was great,14,1,0,0,0,Good,1
AND IT WAS!! Thanks Mohammad!,8,0,0,0,0,Neutral,0
Our stay was great and the staff quite accommodating,9,1,0,0,0,Good,1
The breakfast buffet was 10 out of 10 and the executive lounge was great besides the coffee machine that didn't work correctly,23,1,0,0,0,Good,0
Very nice! We enjoyed our stay!,8,1,0,0,0,Good,1
"Great location, good bar, skip the restaurant",9,2,0,0,0,Good,0
Word manager i ever seen,5,0,0,0,0,Neutral,0
Muhammad at the front desk was super helpful and friendly,10,2,0,0,0,Good,2
"Beautiful hotel, and great location, but best, their staff is excellent",14,2,0,0,0,Good,2
"Thanks, Mohammed",3,0,0,0,0,Neutral,0
I travel frequently to Alpharetta for business and am a Hilton Honors member,13,0,0,0,0,Neutral,0
I have stayed in several Hilton branded hotels over the years,11,0,0,0,0,Neutral,0
I’m grateful it didn’t work out for me in those hotels because I never would have made it to this one,25,0,0,0,0,Neutral,0
"Not only is it a very nice hotel, but the service I get when I stay is always top tier",21,1,0,0,0,Good,3
I specifically want to recognize Mohamad and John for their continued professionalism and courtesy when I stay there,18,0,0,0,0,Neutral,0
I absolutely appreciate them for their hospitality,7,0,0,0,0,Neutral,0
I recommend this location to all,6,0,0,0,0,Neutral,0
Thank you both for welcoming me into your hotel each time I stay!,14,0,0,0,0,Neutral,1
Good stay,2,1,0,0,0,Good,1
I do wish the cleaning crew as a little more detailed in the rooms,14,0,0,0,0,Neutral,0
Rooms are quiet,3,0,0,0,0,Neutral,0
"I remember seeing this hotel being built, it was concrete framed which helps with noise",16,0,0,0,0,Neutral,0
I will return as I enjoyed my stay overall,9,0,0,0,0,Neutral,1
I first wanted to recognize two employees there and that was Kandice and Cameron,14,0,0,0,0,Neutral,0
Such sweethearts and so genuine,5,0,0,0,0,Neutral,0
From the moment my family and I stepped foot into the restaurant they were so welcoming and greeted us with a smile,22,0,0,0,0,Neutral,0
I wanted to take my time to recognize them both and commend them for their hard work,17,0,0,0,0,Neutral,0
Please take care of them and see that they get a raise,12,0,0,0,0,Neutral,0
"Also, the hotel was beautiful and comfortable however the bathroom was dirty",13,1,0,0,1,Good,0
The toilet was dirty along with finding some hair in the shower and I know for a fact it was not mine because I didn’t even take a shower when I noticed the hair,36,0,0,0,1,Worst,0
I was only there for one night so I didn’t make a big fuss about it,18,0,0,0,0,Neutral,0
Other than that the room was clean and comfy,9,1,0,0,0,Good,4
Great hotel,2,1,0,0,0,Good,0
A little pricey,3,0,0,0,0,Neutral,0
Friendly staff,2,1,0,0,0,Good,2
Conveniently located,2,0,0,0,0,Neutral,0
"Very nice hotel, staff was super friendly and food was great",12,3,0,0,0,Good,2
"Great hotel, and would stay again",7,1,0,0,0,Good,1
Outdoor pool and executive floor for gold members is nice,10,1,0,0,0,Good,0
There is also a Level 2 EV charger on the side of the hotel as well,16,0,0,0,0,Neutral,0
Beautiful hotel,2,0,0,0,0,Neutral,0
Room is modern,3,0,0,0,0,Neutral,0
Overall pleasant stay,3,1,0,0,0,Good,1
"Staff was friendly, room was clean, and the location is very convenient",14,2,0,0,0,Good,2
This place is awesome,4,0,0,0,0,Neutral,0
Seen a lot of business people here,7,0,0,0,0,Neutral,0
John the manager is super nice,6,1,0,0,0,Good,0
Smiling face as you walk in,6,0,0,0,0,Neutral,0
Always asking to be a help,6,0,0,0,0,Neutral,0
Will definitely stay here again because of him ! Thank you for being so awesome !,16,0,0,0,0,Neutral,1
The room refrigerator was not cleaned out,7,0,0,0,0,Neutral,0
Bartender was the waitress from the restaurant and didn't know how to make drinks,15,0,0,0,0,Neutral,0
Front desk staff needs to be crossed train instead of just standing in one place and not lending co-workers a helping hand,22,0,0,0,0,Neutral,0
Bad breakfast,2,0,0,0,1,Worst,0
Great spot very convenient for business and eats,8,1,0,0,0,Good,0
Great hotel in Alpharetta,4,1,0,0,0,Good,0
A better hotel than the one across the street,9,0,0,0,0,Neutral,0
Staff is great and rooms are comfortable and the bar staff was amazing making food for the family,18,3,0,0,0,Good,2
Service was way better than what I thought,8,0,0,0,0,Neutral,3
Shout out to Vanessa at the executive lounge; she is always on the lookout and very helpful,18,1,0,0,0,Good,0
BEWARE of your VALUABLES!,5,0,0,0,0,Neutral,0
I have to write it with a deep sorrow after patiently waiting for the hotel’s response for the matter(never responded) which they said they will investigate,31,0,0,0,0,Neutral,0
"For our stay early August we were literally robbed of our cash from the suitcase and handbag, our doubt falls for the only people who can access the rooms",30,0,0,0,0,Neutral,1
Plus try avoiding rooms on weekends with so called LOUNGE ACCESS as you pay extra but receive nothing as the service is closed,23,0,0,0,0,Neutral,0
"Harth restaurant service is good, even the ladies in the lounge on weekday’s are also the best!",21,1,0,0,0,Good,3
Staycae,1,0,0,0,0,Neutral,0
"took a very nice break from the city, and this was the perfect quiet atmosphere I needed",18,2,0,0,0,Good,0
Hilton diamond member and the perks were great,8,1,0,0,0,Good,0
Check out the lounge on the 8th floor,8,0,0,0,0,Neutral,0
If you’re traveling with a pet check your receipt,11,0,0,0,0,Neutral,0
They will charge you twice due to their ‘system’ happened to me twice in this hotel,18,0,0,0,0,Neutral,0
Refunded both times,3,0,0,0,0,Neutral,0
Scam,1,0,0,0,0,Neutral,0
My family stayed at this location and had a great experience,11,1,0,0,0,Good,0
"The property is nice, clean, and in a convenient location",12,2,0,0,0,Good,4
"We happened to get connecting rooms, which worked out nicely",11,0,0,0,0,Neutral,0
I'd stay at this property again and recommend it to travelers in the area!,16,0,0,0,0,Neutral,1
I came to celebrate my birthday at the Hilton 5775 windward parkway Alpharetta Ga on 7/6/2024 afternoon,17,0,0,0,0,Neutral,0
"Front desk was amazing, they were polite, inviting and very welcoming",13,1,0,0,0,Good,0
I will definitely return,4,0,0,0,0,Neutral,0
We got a treat for our breakfast birthday celebration 🥳,10,0,0,0,0,Neutral,0
"The hotel so clean, pool and room so clean and dreamy",12,2,0,0,0,Good,4
I will definitely return,4,0,0,0,0,Neutral,0
They are dog friendly and my dog was treated so special,11,1,0,0,0,Good,0
Beverly cleaned our room and it was so organized,9,0,0,0,0,Neutral,0
She is amazing 10/10,4,1,0,0,0,Good,0
100% recommended,3,0,0,0,0,Neutral,0
Breakfast buffet worthy,3,0,0,0,0,Neutral,0
Jonny our hostess was awesome 👏,6,0,0,0,0,Neutral,0
My husband and I checked in on July 1st and we were beyond dazzled with the way the hotel looked when you walked in and mind you guys we came here for our wedding anniversary which is today the room does not get cold at all we called for the engineer on the first night and they took forever coming to the room so my husband called back downstairs and told them that no one ever showed up and then told them never mind that I was going to bed we came all the way from Va drove seven plus hours this room has been nothing but hot but Pierre one of the don’t desk workers he was absolutely nice and sweet to my husband and I and Paul one of the workers in the restaurant/bar area he is also very kind I would highly recommend having him as a waiter he goes above and beyond to serve his guests but as a travel agent I would not recommend staying at this hotel whatsoever my husband works at a Hilton and I’ve never experienced this from the other Hilton’s that I’ve been too and the fact they gave us a a fan is just sad these rooms she have air the whole lower 700s in the hotel has no air for this to be a two year old hotel it has it flaws and the fact that they didn’t adjust our bill was highly unacceptable,255,1,0,0,0,Good,0
We stayed at the Hilton Alpharetta for my sons wedding and had an excellent experience,15,1,0,0,0,Good,0
We worked with DeAmbra and she was wonderful in helping us get rooms for all of the different family members who had different wishes and needs,26,1,0,0,0,Good,0
The front desk staff was extremely helpful in answering all of our questions and being sure that different family members were roomed near each other,25,1,0,0,0,Good,0
The hotel was very clean and beautiful,7,1,0,0,0,Good,4
There was a great pool with an area where our family could hang out together and the breakfast at the on-site restaurant was absolutely delicious!,26,1,0,0,0,Good,0
Beautiful hotel! I appreciated the overall quiet during my stay,11,0,0,0,0,Neutral,1
I docked stars bc I did experience too many annoyances that caused me unnecessary frustration multiple times during my 2-day stay,21,0,0,0,0,Neutral,0
I felt stuck knowing the hotel staff couldn't ultimately do much do to them being sold out,18,0,0,0,0,Neutral,0
The following issues occurred during my 2-day stay,8,0,0,0,0,Neutral,1
The hotel didn't seem well staffed or prepared on more than one occasion,14,0,0,0,0,Neutral,0
"Still, everyone was very polite that I encountered",9,0,0,0,0,Neutral,0
"When I arrived for check- in a little after 8pm, the front desk was being manned by only one gentleman",21,0,0,0,0,Neutral,0
What on earth?! This caused a poor check in experience for me and others in line ahead and behind me,22,0,0,0,1,Worst,0
At one point there were at least 5 individuals waiting so I'm talking +15 minutes before you give your name to check in - NOT a great first impression,30,1,0,0,0,Good,0
Since I knew the hotel was full I didn't want to even bother calling down to the front desk for the service issues encountered,25,0,0,0,0,Neutral,0
"Upon arrival, there were at least 3 flying insects in my room",13,0,0,0,0,Neutral,0
They were smaller than a housefly,6,0,0,0,0,Neutral,0
Not only was this a little gross but just very annoying bc I was having to swat them away in bed and in the bathroom,25,0,0,0,1,Worst,0
"Seriously though, the hotel place was full so I knew I couldn't just ask for another room",19,0,0,0,0,Neutral,0
"I thought, oh well",5,0,0,0,0,Neutral,0
My room safe didn't work at all,8,0,0,0,0,Neutral,0
I didn't discover this until midnight,7,0,0,0,0,Neutral,0
It sounded a very annoying constant beeping error alarm for a FULL 20 minutes before it eventually stopped,18,0,0,0,0,Neutral,0
I muffled the sound with the TV and just hoped it would eventually stop,14,0,0,0,0,Neutral,0
I didn't want to deal with getting back up to call for assistance and then get dressed again to be appropriate for a maintenance worker,26,0,0,0,0,Neutral,0
The housekeeping team took away the bath mat and didn't replace it,13,0,0,0,0,Neutral,0
The,1,0,0,0,0,Neutral,0
shower cap and water  bottles were not replaced,8,0,0,0,0,Neutral,0
I could have sworn other toiletry items were usually provided but it was just the one hand soap bar and the shower cap,23,0,0,0,0,Neutral,0
"Lotion, shampoo, conditioner and body wash are mounted but no cotton pads etc for makeup removal",18,0,0,0,0,Neutral,0
I received no fresh glasswear on day 2 and had to hand-wash for reuse,14,0,0,0,0,Neutral,0
No stationary pad or pen in room,7,0,0,0,0,Neutral,4
The next morning I pulled open the drapes and the wand and unfastened bolt just popped right off,18,0,0,0,0,Neutral,0
Nearly half of the hot breakfast trays were empty upon my arrival,12,0,0,0,0,Neutral,0
They were filled moments later but it was another poor experience,11,0,0,0,1,Worst,0
The paper menu was tattered and covered in coffee and food stains,12,0,0,0,0,Neutral,0
My server was attentive but I felt unnecessary since I was doing self-service bar which I found to be way overpriced for what was offered,25,0,0,0,0,Neutral,0
The trash needed to be taken out in the ice room,11,0,0,0,0,Neutral,0
"Speaking of trash, it was all over the place outside, like to a noticeable degree",17,0,0,0,0,Neutral,0
Gorgeous hotel,2,0,0,0,0,Neutral,0
"Bit of a weird check in experience, just felt a little choppy",13,0,0,0,0,Neutral,0
"They told us room 306 but the key didn’t work, however it did work for 308",19,0,0,0,0,Neutral,0
"We went into that room and I called to let them know about the discrepancy, so that their records were correct and they just seemed really confused…it was odd",30,0,0,0,0,Neutral,0
The room was decent,4,0,1,0,0,Average,0
Bed was comfortable but the AC was pretty loud,9,1,0,0,0,Good,0
"Overall, cannot complain for the price",8,0,0,0,0,Neutral,0
I would stay here again,5,0,0,0,0,Neutral,1
"What’s stunning hotel!! Stayed here 9 nights and I have to say they were amazing! The hotel is amazing, clean, and stunning! The views are impeccable and the staff were brilliant",39,3,0,0,0,Good,0
"A special thank you nirmal, Mac and Richard for being great hosts they made the stay much more memorable! High recommend this hotel",25,1,0,0,0,Good,1
Very nice hotel and well located,6,1,0,0,0,Good,0
Only recommendation get more electric car chargers,7,0,0,0,0,Neutral,0
Its 2024! Still recommend,5,0,0,0,0,Neutral,0
Big fat cockroach on the door the morning after sleeping there So Not only was I grossed out but I was super mad that are food from Cabernet had been left out and wasted because I would not eat it after not being able to get the thought of the Cockroach being in my food,55,0,0,0,0,Neutral,0
We had to shake out all of our clothing and check our bags to make sure that we weren't taking any of them with us,26,0,0,0,0,Neutral,0
I was even more surprised the way that management handled it they offered us a $50 discount on the pet fee and that's it,26,0,0,0,0,Neutral,0
very sad since normally Hilton is my go-to when I'm on vacation,13,0,0,0,0,Neutral,0
Do not recommend,3,0,0,0,0,Neutral,0
I have available pictures and video I wish I could post,11,0,0,0,0,Neutral,0
The service we received on 04/06 was exceptional,8,0,0,0,0,Neutral,3
The lobby is welcoming and grand,6,0,0,0,0,Neutral,0
Had great service and experience,5,1,0,0,0,Good,3
Located at convenient and easily accessible location from freeway,9,0,0,0,0,Neutral,0
I recently visited the Hilton Alpharetta Atlanta hotel and was blown away by the exceptional service and accommodations,18,0,0,0,0,Neutral,3
"From the moment I arrived, the staff went above and beyond to make me feel welcome",17,0,0,0,0,Neutral,0
"Pierre, was particularly impressive - his attention to detail and warm demeanor made me feel very welcome",18,0,0,0,0,Neutral,0
I was looking for a room for my bridal suite and Pierre showed me what was available on the dates I asked about,23,0,0,0,0,Neutral,0
The rooms were all spotless and beautifully designed with modern amenities,11,0,0,0,0,Neutral,0
"The cleanliness of the hotel was evident throughout, from the sparkling lobby to the immaculate hallways",17,0,0,0,0,Neutral,0
"I also met Alex, the manager",7,0,0,0,0,Neutral,0
He was very kind and efficient in finding exactly what I needed,12,0,0,0,0,Neutral,0
Love this team!!!!!!,9,0,0,0,0,Neutral,0
I was thoroughly impressed with the Hilton Alpharetta and would highly recommend it to anyone looking for a luxurious and comfortable stay,22,1,0,0,0,Good,0
Pierre and the entire staff deserve a special mention for their exceptional service and hospitality,15,0,0,0,0,Neutral,3
"Five stars, hands down!",6,0,0,0,0,Neutral,0
I pass this hotel everyday on my way to work,10,0,1,0,0,Average,0
It is new and looks beautiful,6,0,0,0,0,Neutral,0
I’ve stayed many times across the street at a competitor resort,13,0,0,0,0,Neutral,0
Recently stayed for the first time and was overwhelmingly disappointed,10,0,0,1,0,Medium,0
"I did book through a third party site and did so as they often add extra services such as bar and resort credit, breakfast, etc",27,0,0,0,0,Neutral,0
I have been reserving through booking for years and have always been pleased with the service,16,0,0,0,0,Neutral,3
Lesson learned with this resort,5,0,0,0,0,Neutral,0
I paid additional money for this room as it offered early and late check-in and out,16,0,0,0,0,Neutral,0
I also had a 50$ resort credit,8,0,0,0,0,Neutral,0
When I arrived the front desk had no record of the resort credit,13,0,0,0,0,Neutral,0
So I basically paid 100$ extra for a room with services that were not available,16,0,0,0,0,Neutral,0
I was afraid to order room services and take advantage of the credit since there was no record of it,20,0,0,0,0,Neutral,0
The front desk person advised to go ahead and charge 100$ (59 per day) at the bar or room service and hopefully the front desk can take care of it the next day,36,0,0,0,0,Neutral,0
I did go to the bar and charged two drinks to my room,13,0,0,0,0,Neutral,0
The next day the front desk also was not aware of this incentive,13,0,0,0,0,Neutral,0
It was not documented on their end,7,0,0,0,0,Neutral,0
He kindly did take off the bar charges from my incidentals,11,0,0,0,0,Neutral,0
"Now, I could have let that go since the fees were credited",13,0,0,0,0,Neutral,0
"However, my room (which I paid extra for by 100$ for the upgrades) overlooked the roof of the lower level",24,0,0,0,0,Neutral,0
It was definitely not an upgraded room,7,0,0,0,0,Neutral,0
"Then, I go to the shower and there is a clump of women’s heat on the wall of the shower",23,0,0,0,0,Neutral,0
As well as used medication packaging on the floor,9,0,0,0,0,Neutral,0
As I was only staying one night I made no complaints about the room,14,0,0,0,0,Neutral,0
I  just disappointed overall in my experience,7,0,0,1,0,Medium,0
Had very high hopes of this place,7,0,0,0,0,Neutral,0
It certainly did not feel like a luxury resort,9,0,0,0,0,Neutral,0
Als Hilton Diamond Member reisen wir aktuell in viele Hilton Hotels durch Florida,13,0,0,0,0,Neutral,0
Hier unsere Meinung:,4,0,0,0,0,Neutral,0
- außen und innen sauber und modern,7,0,0,0,0,Neutral,0
- wohl noch nicht alt,5,0,0,0,0,Neutral,0
- extrem nette Service Kräfte am Empfang,7,0,0,0,0,Neutral,3
"- die Dame, die in der Executive Lounge essen und Getränke bereitstellt ist ein Traum - haltet an ihr fest - extrem guter Service",25,0,0,0,0,Neutral,0
- allerdings - die beiden Bedienungen im Frühstücksbereich nicht in dieser Art zuvorkommend:,14,0,0,0,0,Neutral,0
"Bei uns wurde zweimal Frühstück Buffet mit Eierspeise gebucht - ohne uns zu fragen - bei mir wurde die Omelett Station eingebucht, obwohl ich nur einen Toast wollte",29,0,0,0,0,Neutral,0
"Ich habe die Speisekarte gelesen, da stand 15 Dollar für Buffet",12,0,0,0,0,Neutral,0
Es wurden glaub ich 18 Dollar belastet pro Person,9,0,0,0,0,Neutral,0
Der Parkplatz war kostenlos,4,0,0,0,0,Neutral,0
Die Lage hat mir nicht gefallen - neben einem Baugebiet und abseits von Cafés und Shopping,16,0,0,0,0,Neutral,0
It's a very modern hotel,6,0,0,0,0,Neutral,0
Everything was immaculate and quiet,5,0,0,0,0,Neutral,0
"The location was perfect, with lots of excellent restaurants around",11,2,0,0,0,Good,0
Attended a Baby Shower,4,0,0,0,0,Neutral,0
Have had an incredible time with Hilton Alpharetta,8,0,0,0,0,Neutral,0
Nirmal was incredibly kind and responsive to needs at the bar,11,0,0,0,0,Neutral,0
Highly request visiting him even if you aren’t staying! He also had many recommendations for where we should visit close by,24,0,0,0,0,Neutral,0
I recently discovered the Hilton bar after work and the bartenders are exceptional! Gerardo and Nirmal are incredibly knowledgeable,20,0,0,0,0,Neutral,0
Highly recommend,2,0,0,0,0,Neutral,0
Also the burger is phenomenal,5,0,0,0,0,Neutral,0
"Charging 5 dollars for a mini bag of chips, why do you hate your customers so much?",19,0,0,0,0,Neutral,0
I liked it,3,0,0,0,0,Neutral,0
"Close to my apartment, good spot for visitors from up north",12,1,0,0,0,Good,0
Nice hidden place amongst trees 🌳,6,1,0,0,0,Good,0
"We stayed here for a wedding, and the hotel was fully booked for multiple similar events",17,0,0,0,0,Neutral,0
"The hotel itself was lovely, but the service and staff were disappointing",13,0,0,0,0,Neutral,3
"Nearly every room was out of hand soap, including the bridal suite",13,0,0,0,0,Neutral,0
"When it was delivered to our room (24 hrs later), the staff member literally let themselves into our room to drop it off",26,0,0,0,0,Neutral,0
Thank goodness we had just finished showering and getting dressed,10,0,0,0,0,Neutral,0
"We had free breakfast under the room block we booked in, and enjoyed that on our first morning",19,0,0,0,0,Neutral,0
"However, they decided to charge us and several other guest on the second morning because of some obscure, fine-print reservation detail",23,0,0,0,0,Neutral,0
"Never mind, the amount of money that the couple had already paid to this hotel to host their event there, this incident caused stress to the bride who was assured all of her guests would be receiving free breakfast",41,0,0,0,0,Neutral,0
"On our final night, we were kicked out of the dining area (which was empty) for eating our delivery food",23,0,0,0,0,Neutral,0
"Forgive us for wanting to eat at a table, I guess?",13,0,0,0,0,Neutral,0
"Additionally, it seemed like none of the staff were communicating with each other",14,0,0,0,0,Neutral,2
The information received from employees was never consistent and no one could give us straightforward answers,16,0,0,0,0,Neutral,0
"We were definitely not a fan of this experience, so these are just a few things to keep in mind when booking",23,0,0,0,0,Neutral,0
"Great place, our wedding party stayed here and it was awesome",12,1,0,0,0,Good,0
"Dear DoubleTree Hotel Manager,",5,0,0,0,0,Neutral,0
I hope you are doing well,6,0,0,0,0,Neutral,0
"I’m sorry to share a negative experience, but I felt it was important to bring this to your attention",22,0,0,0,0,Neutral,0
"My wife and I visited your hotel on May 1, 2026 while our children were participating in a chess tournament at the property",24,0,0,0,0,Neutral,0
We were waiting in the lounge area during that time,10,0,0,0,0,Neutral,0
"There was also a private event taking place, and at one point, the host of that event kindly approached us and offered dinner, which we truly appreciated, though we did not accept",36,0,0,0,0,Neutral,0
"While waiting, I took an empty glass and was simply looking for water in the lounge area",18,0,0,0,0,Neutral,0
"During this time, I saw two of the women staff members (wearing a DoubleTree T-shirt and assisting with event cleanup) spoke to me in a rude tone, stating that the food and drinks were only for the private event",43,0,0,0,1,Worst,0
I completely understand and respect that,6,0,0,0,0,Neutral,0
"However, I had not taken any food or drinks and was only trying to find water",17,0,0,0,0,Neutral,0
Also I didn’t understand why she was so rude when the host of the actual event was actually very polite,22,0,0,0,1,Worst,0
"When I explained her that I’m looking for water,  she directed me elsewhere in a manner that felt unnecessarily harsh",23,0,0,0,0,Neutral,0
"This interaction was disappointing, especially as a guest of the hotel",12,0,0,0,0,Neutral,0
I believe that communication could have been handled more politely,10,0,0,0,0,Neutral,0
"While we otherwise enjoyed the ambiance of your hotel, this experience left a negative impression",16,0,0,0,0,Neutral,0
I hope this feedback can be used constructively to ensure a more welcoming and respectful experience for future guests,19,0,0,0,0,Neutral,0
Thank you for your time and understanding,7,0,0,0,0,Neutral,0
2nd stay here and was not offered a cookie each time,11,0,0,0,0,Neutral,1
The guests who checked in right after me did,9,0,0,0,0,Neutral,0
Great Roswell hotel situated atop a hill conveniently located,9,1,0,0,0,Good,0
Breakfast bar was excellent with plenty of options and surprisingly fresh cut fruit,13,1,0,0,0,Good,0
They have a lounge and restaurant for a relaxing evening and ambiance if you do not feel like going out,20,0,0,0,0,Neutral,0
Staff in all areas was over the top,8,0,0,0,0,Neutral,2
Overall experience at this DoubleTree location was superb,8,0,0,0,0,Neutral,0
The restaurant on site is a joke,7,0,0,0,0,Neutral,0
"No cold drinks at the bar, every drink us over ice",12,0,0,0,0,Neutral,0
Even the soda and juices,5,0,0,0,0,Neutral,0
"The waitress/host was terrible, never again",7,0,0,0,1,Worst,0
WiFi doesn’t work and continuously disconnects until you pay for WiFi,13,0,0,0,0,Neutral,0
Hotel breakfast is $24 for your standard hotel buffet food,11,0,1,0,0,Average,0
Don’t ask much but I should be able to connect to the internet at a hotel without them shaking out the Pennie’s,26,0,0,0,0,Neutral,0
Great location & parking,4,1,0,0,0,Good,0
|When we arrived Ericka Burns checked us in,8,0,0,0,0,Neutral,0
We received hot cookies & water,6,0,0,0,0,Neutral,0
|We enjoyed our stay for the evening,7,0,0,0,0,Neutral,1
"Our room was clean, modern & cozy",8,1,0,0,0,Good,4
|As we checked out the next morning… Ericka checked us out & apologized for the alarms around 3am,18,0,0,0,0,Neutral,0
But we never heard any alarms,6,0,0,0,0,Neutral,0
We are thankful it was a false alarm but this is concerning,12,0,0,0,0,Neutral,0
Hoping all alarms are tested for the future!!,10,0,0,0,0,Neutral,0
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
It was very nice and clean,6,2,0,0,0,Good,4
Slept very well,3,0,0,0,0,Neutral,0
"I want to give a special mention to Ericka, who truly made our stay a great one",18,1,0,0,0,Good,1
"We had a small issue with our room on arrival, but she immediately reassured us and had everything sorted efficiently by the next day, which we really appreciated",30,0,0,0,0,Neutral,0
"Overall, the hotel was very good — clean, comfortable, and well-maintained — and the staff were friendly and welcoming throughout our stay",25,4,0,0,0,Good,2
"Ericka was especially kind, helpful, and professional",9,1,0,0,0,Good,0
"She went out of her way to make us feel comfortable and at ease, and it genuinely felt like a home away from home",25,1,0,0,0,Good,0
"Anytime we needed anything, she was always ready to assist with a warm and positive attitude",17,0,0,0,0,Neutral,0
"Because of Ericka (and the great experience overall), I would absolutely return to this hotel whenever I’m back in Atlanta, whether with family or friends, and I would happily recommend it to others",40,1,0,0,0,Good,0
She is a real asset to the hotel,8,0,0,0,0,Neutral,0
"I want to give a special mention to Ericka, who truly made our stay a great one",18,1,0,0,0,Good,1
"We had a small issue with our room on arrival, but she immediately reassured us and had everything sorted efficiently by the next day, which we really appreciated",30,0,0,0,0,Neutral,0
"||Overall, the hotel was very good — clean, comfortable, and well-maintained — and the staff were friendly and welcoming throughout our stay",25,4,0,0,0,Good,2
"||Ericka was especially kind, helpful, and professional",9,1,0,0,0,Good,0
"She went out of her way to make us feel comfortable and at ease, and it genuinely felt like a home away from home",25,1,0,0,0,Good,0
"Anytime we needed anything, she was always ready to assist with a warm and positive attitude",17,0,0,0,0,Neutral,0
"||Because of Ericka (and the great experience overall), I would absolutely return to this hotel whenever I’m back in Atlanta, whether with family or friends, and I would happily recommend it to others",40,1,0,0,0,Good,0
She is a real asset to the hotel,8,0,0,0,0,Neutral,0
Adrien is the most professional helpful human being I have met in customer service he go out of his way to make sure your needs are met his smile is infectious he could manage this building front and back my team|Had talked about his stewardship and generosity I expect for him to be in a higher position when we return next year for our yearly summit,66,1,0,0,0,Good,0
You definitely has hired a great asset to your company,10,1,0,0,0,Good,0
Adrien P was helpful when I lost my room keys and immediately replaced them,14,1,0,0,0,Good,0
Great job 👍,3,1,0,0,0,Good,0
Very nice room,3,1,0,0,0,Good,4
Staff polite and and accommodating,5,0,0,0,0,Neutral,2
Great location in Roswell,4,1,0,0,0,Good,0
"We had high hopes because Hilton is usually very good, however this experience was subpar",16,1,0,0,0,Good,0
"First thing when we get to our room is notice that it is not clean: Chick fil a trash on the floor, dirty towels in the shower, trash still in the bins",35,1,0,0,2,Worst,0
"The front desk worker, Adrien, immediately moved us to a new room",14,0,0,0,0,Neutral,0
"Later, we asked if a fridge could be brought to our room so we could store our leftovers",19,0,0,0,0,Neutral,0
Adrien said he would put in the request to maintenance,10,0,0,0,0,Neutral,0
"Couple of hours later, still no fridge",8,0,0,0,0,Neutral,0
We called back the front desk and he said he had put in the request and thought maintenance would have brought it already,23,0,0,0,0,Neutral,0
He redid the request and still no fridge came,9,0,0,0,0,Neutral,0
We called again an hour later and Adrien said he didn’t know why maintenance wasn’t responding and if it wasn’t brought by 11 then that would be it since the maintenance person got off at 11,42,0,0,0,0,Neutral,0
No fridge was ever brought and our leftovers were wasted,10,0,0,0,0,Neutral,0
This was highly highly disappointing,5,0,0,0,0,Neutral,0
"||This hotel gets one star because, besides the first room, it was very clean",16,1,0,0,0,Good,4
The second star is for Adrien as he was very nice and helpful all night,15,2,0,0,0,Good,0
||We will not be back,5,0,0,0,0,Neutral,0
Staff was wonderful! Ericka Burns was especially helpful!,10,2,0,0,0,Good,2
The rooms are very nice and super clean,8,2,0,0,0,Good,4
The staff is nice too,5,1,0,0,0,Good,2
Be sure to read and comprehend when booking to make sure you understand the charges,15,0,0,0,0,Neutral,0
I didn’t read but it’s okay! The hotel is worth it,16,0,1,0,0,Average,0
Great stay again at the Roswell Doubletree!  Thank you to Adrian at the desk for being so lovely and responsive to my requests!,25,1,0,0,0,Good,1
"I recommend dont EVER stay at Double Tree in Roswell, Ga location",13,0,0,0,0,Neutral,1
1) Service was a 4/10,6,0,0,0,0,Neutral,3
2) Key fobs dont work,6,0,0,0,0,Neutral,0
"3) On the coldest day, heating system on 7th floor didnt work",14,0,0,0,0,Neutral,0
Had to change rooms several times,6,0,0,0,0,Neutral,0
4) Buffet food was luke warm at best,9,0,0,0,0,Neutral,0
Great hotel,2,1,0,0,0,Good,0
Staff was great,3,1,0,0,0,Good,2
Rooms were clean,3,1,0,0,0,Good,4
Will definitely be back,4,0,0,0,0,Neutral,0
Front Desk Ericka Burns was awesome and very helpful,9,1,0,0,0,Good,0
Extremely disappointed with our stay here,6,0,0,1,0,Medium,1
Upon arrival there was not an employee at the desk for 5 minutes,13,0,0,0,0,Neutral,0
"When we reached our room, the sheets were stained inappropriately and we had to call for new ones",19,0,0,0,0,Neutral,0
We went to this hotel because we thought we could trust the quality,13,0,0,0,0,Neutral,0
But we were clearly mistaken,5,0,0,0,0,Neutral,0
Both elevator broke down and hotel is tired,8,0,0,0,0,Neutral,0
Erica is simply the best !,6,0,0,0,0,Neutral,0
I would like to recognize Ericka Burns for her outstanding professionalism during a major service disruption,16,0,0,0,0,Neutral,3
"Around 10:00 PM, all hotel key cards stopped working, and Ericka was the only associate on duty",19,0,0,0,0,Neutral,0
She manually assisted every affected guest with calm efficiency and genuine care,12,0,0,0,0,Neutral,0
