review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
Rugs looked liked last time they were cleaned was in 1995,11,0,0,0,0,0.4215,Good
"There are a couple of problems that we had, the parking garage in a problem with the code that you have to remember with the key jacket",28,0,0,0,1,-0.6597,Worst
it would be easier to open it with the room key,11,0,0,0,0,0.4215,Good
one of the reception ladies was not very helpful and the bathroom fixtures were old,15,1,0,0,1,-0.3713,Good
"So I just brushed my teeth, can't wait to take a shower and race the plugged drains",19,0,0,0,0,0.0,Average
Seevice was polite and attentive,5,2,0,0,0,0.0,Good
Can't complain about anything other than the plugged drains,10,0,0,0,0,0.2755,Good
We stay at room 825  view is amazing everything was good but not cold water,15,1,0,0,0,0.5187,Good
Water pressure at the Bathroom was pretty weak,8,0,0,0,0,-0.2263,Worst
"Might because I was at the top floor, but regardless weak",12,0,0,0,0,-0.5346,Worst
"Beds were sunked in at spots where guests have laid down a thousand times, possibly time to switch beds",20,0,0,0,0,0.0,Average
A/C was on the wall and slightly loud,8,0,0,0,0,0.0,Average
"But still for what it costs, and comparing it to similar hotels nearby which were more expensive, I still think this hotel offers right value for the money",30,1,0,0,1,0.4767,Good
"Man, screw their unsafe shuttle driver",7,0,0,0,1,-0.1027,Worst
"Blocking the entire crosswalk almost hitting traffic, blocking pedestrians path and not letting other drivers turn safely",18,0,0,0,0,-0.1868,Worst
"Also tell this person to stop cutting off drivers, it's not a race even if he's late",20,0,0,0,0,-0.4019,Worst
"our room had several issues, the handle on the sliding door was broken making it hard to open the door to get rid of the large moths in the room",31,0,0,0,2,-0.5423,Worst
the shower drain was very plugged,6,0,0,0,0,0.0,Average
Maintenance did fix both issues,5,0,0,0,1,0.0,Worst
the ice machine on the 2nd floor did not work for at least 4 days but did not have a sign on it to even acknowledge being inop,28,0,0,0,0,0.0,Average
the laundry at the hotel did not work either,9,0,0,0,0,0.0,Average
we asked for another chair which we did get,9,0,0,0,0,0.0,Average
This hotel was convenient to the United buildings,8,1,0,0,0,0.4215,Good
Staff was good especially Lisa at front desk who was very friendly and helpful as she tried mightily to provide WiFi service with a very poor system,27,1,0,0,0,0.7239,Good
In general this is an old hotel that is overdue for renovations and upgrades,14,0,0,0,1,0.0,Worst
"The bathroom was not good -the tub barely drained, the water was neither hot or cold, just warm",20,0,0,0,1,-0.4045,Worst
The a/c was very noisy,5,0,0,0,1,-0.2484,Worst
"There was loud street noise all night long through the old, thin windows",14,0,0,0,2,0.0,Worst
"We changed rooms and were given a room directly over the laundry and there was a very loud thump noise from a clothes dryer(?) below in addition to the other noises, a/c and plumbing problems plus no WiFi",42,0,0,0,1,-0.5994,Worst
We checked out the next day and moved to another hotel nearby,12,0,0,0,0,0.0,Average
This was by far the worst hotel I’ve ever stayed in,13,0,0,0,1,-0.6249,Worst
"The room was infested with bed bugs, and I woke up covered in bites all over my body",19,0,0,0,1,0.0,Worst
"When I reported it, the staff offered no apology and showed terrible customer service “So what you want to do”",23,0,0,0,1,-0.4493,Worst
"On top of that, they still charged for parking and didn’t even offer free breakfast",18,0,0,0,0,0.5106,Good
"The place was filthy, uncomfortable, and completely unacceptable",10,0,0,0,2,-0.7089,Worst
I wouldn’t recommend this hotel to anyone avoid it at all costs! Inconvenienced my vacation!,19,1,0,0,1,0.2225,Good
They charge you $15 to park in parking lot,10,0,0,0,0,0.0,Average
They do not provide free breakfast,6,0,0,0,0,-0.4023,Worst
Vending machines broken down,4,0,0,0,1,-0.4767,Worst
They offer a $15 per person breakfast buffet,9,0,0,0,0,0.0,Average
Lastly I was locked out of my room due to a faulty lock,13,0,0,0,0,-0.3182,Worst
During stay the maintenance man was working in room 😞 No mention of compensation for the inconvenience,17,0,0,0,0,-0.7783,Worst
I will not stay here or any other Holiday Inn,10,0,0,0,0,0.4019,Good
All expectations met with our contract plus,7,0,0,0,0,0.0,Average
All staff and hotel nothing short of outstanding,8,1,0,0,0,-0.4973,Good
Really fit our needs - outstanding site for our convention,10,1,0,0,0,0.7778,Good
Rooms were dirty,3,0,0,0,1,-0.4404,Worst
"Stains on shower curtain, floor, balcony curtain",9,0,0,0,0,0.0,Average
"Shower pressure was basically a drip, and the water didn't drain! Imagine showering under the most depressing water pressure of all time while your filth puddles up beneath you :)",34,0,0,0,0,-0.5925,Worst
Bathroom door would randomly just seal itself shut and you'd have to slam it open,16,0,0,0,0,-0.3818,Worst
"Balcony door track is filthy, causing it to be difficult to open",13,0,0,0,1,-0.3612,Worst
They also have a beer vending machine that ASKS FOR TIPS?!,13,0,0,0,0,0.0,Average
Just stay somewhere else,4,0,0,0,0,0.0,Average
Whole place sucks lol,4,0,0,0,1,0.0772,Worst
Everything was great except the location a little difficult to get into and out of,15,1,0,0,0,0.4391,Good
We drove in from Colorado Springs to Denver to stay 3 nights,12,0,0,0,0,0.0,Average
Our first night was ok but there was no cold water and we killed several moths,16,0,1,0,0,-0.8573,Average
"We woke up the next day to drive to Estes Park and asked the front desk if we could have our room cleaned , he made note of it",29,0,0,0,0,0.0,Average
We arrived after 5 pm and our room had not been touched,12,0,0,0,0,0.0,Average
We were exhausted and had no clean towels to shower  with,11,1,0,0,0,-0.5801,Good
We spoke to front end manager and she apologized and stated that they had been very busy,17,0,0,0,0,0.3182,Good
This is not our problem !! Guests don’t want to hear excuses,15,0,0,0,1,0.484,Worst
This was truly unacceptable,4,0,0,0,0,-0.0258,Average
We waited for 30 minutes for towels,7,0,0,0,0,0.0,Average
We told her we would be leaving early the next day as well and wanted the room to be  cleaned,20,0,0,0,0,0.2732,Good
She made note of that as well,7,0,0,0,0,0.2732,Good
We woke up the next day( killed more moths that night )  and once again reminded  the person at the front desk that we wanted  our room clean,29,1,0,0,0,-0.4215,Good
We arrived after 3 pm and the room had not been cleaned,12,0,0,0,0,0.0,Average
"Once again we talked to the same manager and it was apparent our discussion from the previous day went in one ear and out the other !! Extremely disappointed, again having to wait outside of our room to be cleaned",42,0,0,0,1,-0.6094,Worst
"On our last day we spoke to the GM , voiced our concerns and he apologized, in response to the bugs he asked if we had opened the sliding doors  to the room ( impossible since it was sealed shut ) stated they had a bug investigation and issues with their broiler was the reason for no cold water",60,0,0,0,3,0.0258,Worst
"There are dozens of hotels to choose from , don’t pick this one !!",17,0,0,0,0,0.0,Average
Positive: They put me on the top floor Negative: Everything is old and out of date,18,0,0,0,1,0.1779,Worst
The view was breathtaking,4,0,0,0,0,0.4588,Good
To wake up and see the mountains was crazy and downtown Denver skyline at night with the mountains in the background was breathtaking,23,0,0,0,0,0.1531,Good
Location was prefect for our trip,6,0,0,0,0,0.0,Average
We were across the street from stores and food places,10,0,0,0,0,0.0,Average
Staff were friendly and knowledgeable,5,0,0,0,0,0.4939,Good
nice hotel staff was good   the downside parking is bad and charge 15 dollars a night you would think it would be included in room price or at least tell me    the breakfast is expensive and quality was poor not very good,42,0,0,0,1,-0.6729,Worst
We were there for 4 nights,6,0,0,0,0,0.0,Average
The tap in the bathroom only had warm water,9,0,0,0,0,0.2263,Good
The phone didn't work for the entire time we were there in spite of many calls,17,0,0,0,0,-0.5267,Worst
The a/c rattled but was finally fixed,7,0,0,0,0,0.0,Average
We go no service for the room until we called,10,0,0,0,0,-0.296,Worst
"We were at a convention that included breakfast; it was the exact same every day: overcooked scrambled eggs, undercooked bacon, sausage and cool and limp fried potatoes",31,0,0,0,0,0.3182,Good
"All the staff from the van driver, the restaurant waitress to Lisa, the lady at check-in were very friendly and helpful",23,1,0,0,0,0.762,Good
I appreciated their help,4,0,0,0,0,0.7184,Good
"Hotel has an attractive ambiance in the lobby and bar area, and there is a nice little store",19,0,0,0,0,0.7003,Good
"I'm a pretty reasonable guy, but i have to let everyone else know about this place before they book",21,0,1,0,0,0.2732,Average
"I usually stay here often when i visit, but this has to be the worse time",17,0,0,0,0,-0.631,Worst
The a/c stay the same temp no matter what you put it on,13,0,0,0,0,-0.0191,Average
Something in the room was keeping me conjested and i dont have allergies with a strong immune system,18,0,0,0,0,0.6705,Good
The room seems like it needs to be gutted and re done,12,0,0,0,0,0.3612,Good
You can just look at the pics i posted,9,0,0,0,0,0.0,Average
You have to pay for parking and the price is not stated anywhere on the website or on site,19,0,0,0,0,-0.1027,Worst
"Breakfast was the worst I've ever had, and it cost $15",14,0,0,0,1,-0.6249,Worst
Now i see why they want you to pay before you eat,12,0,0,0,0,-0.0258,Average
"Eggs looked nasty, bacon looked half cooked, the potatos were dry and unedible, the bread for toast was stale",22,0,0,0,0,-0.5574,Worst
I was so dissapointed wasting my $15,8,0,0,0,0,-0.4549,Worst
Everything was great except for the amount of moths,9,1,0,0,0,0.6249,Good
There were so many that appeared in my room and we had to catch it and put it outside,19,0,0,0,0,0.0,Average
"Upon check in staff were very friendly and acomodating, parking is an issue especially when full and are disabled and have to pay $15",26,0,0,0,1,0.4754,Worst
00 a night for a room you already pay for,10,0,0,0,0,-0.1027,Worst
Breakfast was a disapointment again for the price i have had better for free at other hotels,17,0,0,0,0,0.7351,Good
"I am local to colorado and like to just get away, and will not return after the let downs",20,0,0,0,0,0.3612,Good
"Positive, rooms were clean and bed comfy",8,1,0,0,0,0.743,Good
"I stayed at the Holiday Inn Denver East for two nights while in town for a concert, and overall, it was a solid stay",26,0,0,0,0,0.5106,Good
The Uber ride from the airport took about 40 minutes with traffic,12,0,0,0,0,0.0,Average
"Upon arrival, the front desk staff member who checked me in was very friendly and accommodating",17,1,0,0,0,0.5413,Good
"I appreciated being able to check in early (for a fee), which was totally worth it",19,1,0,0,0,0.6697,Good
"The room itself was decent — the bed was extremely comfortable, and I liked having a balcony",18,1,1,0,0,0.7501,Good
"However, there wasn’t any patio furniture, which would have made it much more enjoyable",18,0,0,0,0,0.4927,Good
"The water pressure in the bathroom could have been stronger, but the towels were great quality",17,1,0,0,0,0.7814,Good
"Temperature in the room stayed comfortable the whole time, which made it easy to relax",16,1,0,0,0,0.8442,Good
"One of the best features is their complimentary shuttle, which takes you within a 2-mile radius of the hotel",20,1,0,0,0,0.7964,Good
The first driver we had was excellent — very kind and accommodating,12,3,0,0,0,0.8122,Good
"Unfortunately, the second driver we encountered during most of our stay was noticeably rude and standoffish, which put a damper on the otherwise helpful service",27,1,0,0,1,-0.3818,Good
I also visited the bar during my stay,8,0,0,0,0,0.0,Average
"The drinks were really good, but the bar staff came across as a bit rude, which was disappointing compared to the quality of the cocktails",27,0,0,0,2,-0.8022,Worst
"On the positive side, I was granted a late check-out on my last day, which was a huge bonus since I had a later flight",27,0,0,0,0,0.886,Good
That extra bit of flexibility really stood out,8,0,0,0,0,0.34,Good
"Would I recommend? Yes — for a quick trip, this hotel is comfortable, well-priced, and has nice amenities",22,3,0,0,0,0.8834,Good
Just know that service experiences may vary,7,0,0,0,0,0.0,Average
Everything was great!  It would have been nice when we arrived a little early to check in if they would have offered to store our bags so we could go eat but that was the only thing that wasn't a big deal,44,1,0,0,0,0.5778,Good
I came to Denver to watch some ball games at Coors Field,12,0,0,0,0,0.0,Average
This hotel was quite a bit cheaper than downtown hotels close to the stadium and was also fairly close to the Central stop on the A line from the airport,30,0,0,0,0,-0.296,Worst
Hotel has a great free van service to any location within a 2 mile radius,15,1,0,0,0,0.8126,Good
Van would give us a ride to the A line stop and also pick us up when we came back from downtown (as long as we called before 10 P,31,0,0,0,0,-0.296,Worst
) miserable wi fi that only worked in the lobby,10,0,0,0,0,-0.4767,Worst
No free breakfast but there is a Wal Mart within the 2 mile radius and rooms have fridge and microwave to store and heat up food,26,0,0,0,0,-0.2146,Worst
I'd probably stay here again because of the van service,11,0,0,0,0,0.0,Average
I’m very unhappy with my stay,8,0,0,0,1,-0.4754,Worst
The service was,3,0,0,0,0,0.0,Average
Horrible,1,0,0,0,1,-0.5423,Worst
Burger and craft was bad,5,0,0,0,0,-0.5423,Worst
The prices you think you get sometimes better,8,0,0,0,0,0.4404,Good
"My bill was $12, I gave $20 and they never returned with my change",0,0,0,0,0,0,Neutral
I didn’t tell them to keep the change,10,0,0,0,0,0.0,Average
It took me to ask to clean my room after waiting to see if they would after three days,19,1,0,0,0,0.4019,Good
Then when I checked out,5,0,0,0,0,0.0,Average
"They charged me over $105 for parking, no where did they say parking was a fee and how much",21,0,0,0,0,-0.4588,Worst
"They make you scan a QR code and that never says what the charge is, it only ask check in and check out is and license plate",28,0,0,0,0,0.0,Average
I wasn’t expecting a parking fee,8,0,0,0,0,0.0,Average
Also they charge for crapping microwave breakfast,7,0,0,0,0,0.0,Average
Greasy nickel and dime you to death,7,0,0,0,0,-0.5994,Worst
Then they double charge for the three night stay,9,0,0,0,0,0.0,Average
They said they took it off but I can’t believe them and would not give me my bill,20,0,0,0,1,0.0,Worst
They said printer wasn’t working,7,0,0,0,0,0.0,Average
"They said they emailed, but I haven’t received anything",12,0,0,0,0,0.0,Average
"I feel I’m being scammed, I’ll be calling my bank, Hotel GM, and booking agency",22,0,0,0,0,0.0,Average
They over charged me over $500,7,0,0,0,0,-0.2023,Worst
"Also, Lorean tried to help but nothing was working",10,0,0,0,0,0.2144,Good
Lulu made it worst she started arguing with me raising her voice and looked like she wanted jump over counter and hit me,23,0,0,0,1,-0.6808,Worst
"I keeper my cool, I would want her as an employee",12,0,0,0,0,0.3818,Good
Definitely would not recommend this place,6,1,0,0,2,0.1506,Worst
We had nothing but problems:,6,0,0,0,0,0.438,Good
"First of all, we paid extra for a 'mountain view' room and that was absolutely a lie",19,0,0,0,0,0.0,Average
"One side of the hotel does have a beautiful view, but the view from the corner rooms is mostly blocked",21,2,0,0,0,-0.0516,Good
"You can technically see part of a mountain, but it is definitely not worth paying extra for",18,1,0,0,1,0.3718,Good
"So if you want a mountain view and they try to put you in a corner room, just ask for a regular room",24,0,0,0,0,0.144,Good
We were told when we called that the hotel has free parking,12,0,0,0,0,0.5106,Good
It does not,3,0,0,0,0,0.0,Average
We were also promised early check in two separate times when I called,13,0,0,0,0,0.3612,Good
We built our plans around this,6,0,0,0,0,0.0,Average
"But when we got there, we were told we couldn't check in until 4",16,0,0,0,0,0.0,Average
This caused major headaches for our first day of vacation,10,0,0,0,0,0.0,Average
"The air conditioning in the rooms is atrocious! We were freezing so we turned it off, but it just kept blowing",23,0,0,0,0,-0.126,Worst
The thermostat did not seem to be working,8,0,0,0,0,0.0,Average
"The water in the sink always came out hot, no matter what we tried",15,0,0,0,0,-0.0191,Average
"The water in the tub did not get hot enough, it was barely lukewarm",15,0,0,0,0,0.0,Average
The worst part was that they sent a maintenance man to our room at ELEVEN AT NIGHT,17,0,0,0,1,-0.6249,Worst
"Nobody bothered to contact us about this, despite the fact that they had our information",16,0,0,0,0,-0.3182,Worst
"Apparently water was leaking from our room to the room below, which I understand was surely an emergency",19,0,0,0,0,0.0772,Good
"However, there's no reason they couldn't have at least sent a text to warn us",18,0,0,0,0,-0.3818,Worst
Coming in to your room that late to find a stranger in it is quite a shock,17,0,0,0,0,-0.4364,Worst
They sent me an automated text early in our stay asking for feedback,13,0,0,0,0,0.0,Average
"I replied indicating that we were having some problems, but nobody responded",13,0,0,0,0,-0.2144,Worst
"I have stayed in other Holiday Inns that were lovely, but this one felt like a Motel 8 with the Holiday Inn price tag",25,0,0,0,0,0.8765,Good
The staff is very friendly at this hotel,8,0,0,0,0,0.5413,Good
But this place is in a severe need of remodel,10,0,0,0,0,-0.5267,Worst
"My room had multiple broken pieces of trim on the cabinets, there was a handle to something laying on top of one of the cabinets, and when you turned on the shower, water sprayed everywhere from where to detach to the wall",45,0,0,0,1,-0.3182,Worst
The air conditioner was so loud it was hard to get a decent nights rest,15,0,1,0,0,-0.1027,Average
"And the outside noise comes through the windows, I was on the 9th floor, and I could still hear the people mowing the grass in the morning",29,0,0,0,1,0.0,Worst
Very interesting building in a convenient location,7,1,0,0,0,0.4576,Good
Easy bike lanes to downtown and lots of amenities nearby,10,0,0,0,0,0.4404,Good
Terrible hotel so outdated looks in side like in the movie prison looks rooms so nasty and outdated also breakfast terrible,21,0,0,0,4,-0.9121,Worst
"We chose this hotel because we stayed in California Holiday inn it was amazing breakfast it was amazing renovated hotel, trust me",23,2,0,0,0,0.9274,Good
I took just one picture to see how filthy looking but I can’t take a picture of the smell,21,0,0,0,2,0.0,Worst
"I had an amazing stay at this hotel! Everything was great, comfortable rooms to the excellent amenities and service",21,4,0,0,0,0.945,Good
"A special shoutout to Lorena at the front desk, who was incredibly helpful and kind",16,2,0,0,0,0.8576,Good
She truly prioritizes hospitality and made our experience even more enjoyable,11,0,0,0,0,0.7264,Good
Highly recommend this place!,5,2,0,0,0,0.474,Good
This resort has potential to be great,7,1,0,0,0,0.6249,Good
The location and proximity to airport transportation is a plus,10,0,0,0,0,0.0,Average
The views from western facing rooms are spectacular,8,0,0,0,0,0.0,Average
"However, the way this resort is managed and staffed ruined my experience",13,0,0,0,0,-0.4767,Worst
I have been an IHG platinum elite member for years,10,0,0,0,0,0.0,Average
I have stayed at Holiday Inns all around the world,10,0,0,0,0,0.4019,Good
I was disappointed by my stay in Denver for a number of reasons,13,0,0,0,1,-0.4215,Worst
"Upon arriving, I was not welcomed or greeted as an IHG platinum elite member",15,0,0,0,0,-0.431,Worst
I would not have gotten my welcome drink or amenity points had I not asked for them,17,0,0,0,1,0.4588,Worst
No attempt to upgrade my stay was made upon arrival,10,0,0,0,0,-0.296,Worst
"We finish checking in, and head to our room",10,0,0,0,0,0.0,Average
We have spent several hours traveling at this point,9,0,0,0,0,0.0,Average
We are tired and in need of a shower,9,0,0,0,0,-0.4404,Worst
The shower head was not working properly and there was no hot water,13,0,0,0,0,-0.296,Worst
"Needless to say, it was unpleasant",7,0,0,0,0,-0.4767,Worst
We let the front desk know and dealt with it because it was rather late and we were in need of rest,22,0,0,0,0,0.0,Average
"Upon waking up in the morning, we realized that the ‘mountain view’ we booked was not given to us",22,0,0,0,0,0.0,Average
We were placed on the second floor and could not see beyond the trees,14,0,0,0,1,0.0,Worst
We were told to call around 11AM the following day to see what alternate rooms were available,17,0,0,0,0,0.0,Average
We called and were promised a call back (which never happened) Only after calling a second time were we contacted again,23,0,0,0,0,0.3612,Good
Despite chatting with three different staff members across various points of the evening/ morning / afternoon it was not clear if we would be moved to another room,28,0,0,0,0,-0.2924,Worst
We were moved to another room,6,0,0,0,0,0.0,Average
This one was at least on a higher floor so we could enjoy the view we paid for,18,0,0,0,0,0.5367,Good
"However, it reeked of cigarette smoke and the floor was dirty",12,0,0,0,1,-0.7096,Worst
"The fridge was also unexpectedly off, and so our food went bad during our stay",16,0,0,0,0,-0.5423,Worst
At least the shower was warm so we let those inconveniences slide,12,0,0,0,0,0.2263,Good
"Lastly, the hotel shuttle system is run inefficiently",9,0,0,0,0,0.0,Average
"The drivers are kind and safe, however they were not immediately outside or near the lobby to transport guests and could only be called by the front desk staff",30,1,0,0,0,0.7506,Good
This increased the wait time and making it difficult to arrive it to transit stops in a timely manner,19,0,0,0,0,-0.25,Worst
"Despite being in the lobby 10 minutes before our intended departure, we were stuck waiting in the front desk line to notify staff about our shuttle need",28,0,0,0,0,-0.2263,Worst
"The front desk was not adequately staffed, with only one person manning it during morning and check out hours (when it is most active in our opinion) She was trying her best but she needed another person to help",42,1,0,0,0,0.799,Good
Please staff the desk better during peak hours,8,0,0,0,0,0.6369,Good
The delays caused us to missed the train and had to wait for an extra 20 minutes in the summer heat - delaying our travel activities,26,0,0,0,0,-0.296,Worst
"Despite all of the above, there were some benefits to staying here",13,0,0,0,0,0.3818,Good
The beds were comfortable and the location near the highway made it a great launch point to the rest of the City and area,24,2,0,0,0,0.8126,Good
"With some intentional changes, this resort can offer a much better experience to its guests (especially IHG one rewards members who expect better from this chain)",29,0,0,0,0,0.8467,Good
"My stay at this hotel was absolutely outstanding, and it truly deserves recognition",14,1,0,0,0,0.8016,Good
"From the moment I arrived, I was greeted warmly by the front desk staff, who were professional, attentive, and eager to make me feel welcome",29,2,0,0,0,0.8519,Good
"The check-in process was quick and efficient, which was greatly appreciated after a long trip",16,2,0,0,0,0.7501,Good
"The room was spotless, spacious, and extremely comfortable",10,3,0,0,0,0.5563,Good
"The bed was exceptionally cozy, with soft sheets and high-quality pillows that guaranteed a restful night’s sleep",20,1,0,0,0,0.3612,Good
"The modern yet inviting décor, combined with a peaceful and quiet atmosphere, made my stay even more enjoyable",20,3,0,0,0,0.8268,Good
The hotel’s location is another major advantage,9,0,0,0,0,0.3167,Good
"Conveniently situated in Denver, it provides easy access to local restaurants, shops, and popular attractions",18,0,0,0,0,0.8176,Good
"The secure and accessible parking was also a big plus, especially for those traveling by car",17,0,0,0,0,0.34,Good
"Breakfast exceeded my expectations with a wide variety of fresh, well-prepared options",13,1,0,0,0,0.3182,Good
"The restaurant staff were attentive and friendly, ensuring everything was perfect",12,2,0,0,0,0.8402,Good
"Finally, I was impressed by the hotel’s cleanliness and commitment to guest safety and comfort, which gave me a real sense of peace of mind",29,1,0,0,0,0.926,Good
"I highly recommend this hotel to anyone visiting Denver, whether for business or leisure",15,2,0,0,0,0.4201,Good
"My experience here was memorable, and I will certainly return on future trips",14,0,0,0,0,0.34,Good
the breakfast was horrible and worse the school food and never changes,12,0,0,0,1,-0.765,Worst
"there was mold on the ceiling above the shower, the bed was uncomfortable, and a huge reason we wanted to book was for the pool use and it was ice cold and not useable",36,0,0,0,1,-0.0772,Worst
overall for what we paid a night was not worth the quality,12,1,0,0,1,-0.1695,Good
The front desk lady was very passive aggressive and practically accused me of fraud while checking in,17,0,0,0,0,-0.699,Worst
I’d paid for the room beforehand but was paying the deposit with my boyfriend’s card,19,0,0,0,0,0.0,Average
"Completely disinterested in helping me, went back to pretending to look busy after she told me I couldn’t check in and there was nothing she could do",30,0,0,0,0,0.4336,Good
"I definitely wasn’t going to be able to get my money back, and she couldn’t care less",22,0,0,0,0,0.7096,Good
"Im like, umm hello? So what now?",10,0,0,0,0,0.4329,Good
She said my name had to be on the card or I could do a cc authorization,17,0,0,0,0,0.0,Average
Proceeded to state THREE times over the next 45 seconds that I would be committing fraud if I had the  authorization sent to my email address and not the cardholder’s,32,0,0,0,0,-0.5423,Worst
Her tone was rude and accusatory,6,0,0,0,1,-0.4588,Worst
I had already paid for the room,7,0,0,0,0,0.0,Average
I didn’t appreciate the hostility,7,0,0,0,0,-0.2023,Worst
This is a hotel,4,0,0,0,0,0.0,Average
"People are tired Nd have been traveling all day, it is stressful enough without having to deal with some hipster desk clerk on a weird power trip trying to belittle the guests",33,0,0,0,0,-0.8689,Worst
In the forty minutes it took to check in I also witnessed her being rude to another guest who didn’t speak English well,25,0,0,0,1,-0.2263,Worst
I would never come back to this place,8,0,0,0,0,0.0,Average
Parking pass sucks to have o do I yourself,9,0,0,0,1,-0.3612,Worst
It definitely feels like an Old Embassy Suites,8,0,0,0,1,0.6369,Worst
The building is old but kept up and rooms were clean,11,1,0,0,1,0.5499,Good
Not far from Coors Field,5,0,0,0,0,0.0,Average
Our rooms HVAC system was not working at all,9,0,0,0,0,0.0,Average
After several calls to the front desk and then dealing with the maintenance department we were moved to another room,20,0,0,0,0,0.0,Average
This room was better but not as nice as our original one,12,0,0,0,0,0.2268,Good
We did not have any balcony furniture and it was very near elevators,13,0,0,0,0,0.0,Average
We are hoping IHG will make these inconveniences right with an upgraded status to a Gold Membership,17,0,0,0,0,0.4215,Good
Location of the hotel and view of the mountains are great,11,1,0,0,0,0.6249,Good
"However, staff were not very knowledgeable or helpful when asked about navigating the city",15,1,0,0,0,0.4703,Good
"Also, the room was not serviced the entire length of my stay and had to ask daily for new bath towels and asked for room to be serviced fully each day and it still was not",37,0,0,0,0,0.0,Average
An expensive pair of headphones were also missing after I stored my luggage at the front desk for the day when I checked out,24,0,0,0,1,-0.296,Worst
MY STAY WAS PHENOMENAL!  I will never stay anywhere else but Holiday Inn from this point forward,18,0,0,0,0,0.5916,Good
Only con was parking fees,5,0,0,0,0,0.0,Average
"It states $15, but actually was $26",0,0,0,0,0,0,Neutral
Would be nice if some sort of discount could be given to guest,13,0,0,0,0,0.4215,Good
"""I encountered several issues during my stay",8,0,0,0,1,0.0,Worst
The staff was unprofessional and displayed rude behavior,8,0,0,0,2,-0.743,Worst
"My room was not cleaned throughout my stay, and a cleaner entered unexpectedly at 4 PM",17,0,0,0,0,0.1779,Good
"Additionally, my kitchen order was incorrect, leading to extra expenses",12,0,0,0,0,0.0,Average
"On the final night, I was denied food service",10,0,0,0,0,-0.4404,Worst
"Despite the convenient location, I cannot recommend this establishment due to its poor service",16,2,0,0,2,-0.6381,Good
They didn't clean the room room service came into the room without asking,14,1,0,0,0,-0.3089,Good
Rude staff and unpolished service,5,0,0,0,1,-0.4588,Worst
They denied me food lol,5,0,0,0,0,-0.0258,Average
Parking is challenging until you figure out the parking garage,10,0,0,0,0,0.1531,Good
The lobby looks nice inside and they have a 24 hour little market that was super helpful,17,1,0,0,0,0.8625,Good
"Overall, not the most clean",6,1,0,0,0,-0.3559,Good
"The balconies could really use a power spray, the walls in the bathrooms should really be wiped down",19,0,0,0,0,0.0,Average
They have random pieces that are new and high quality then there are others that are in serious need of improvement,21,0,0,0,0,0.4019,Good
The sink in the bathroom is a very slow drain so the sink backs up,15,0,0,0,1,-0.1189,Worst
"The water in the shower didn't get hot, luke warm at best",14,1,0,0,0,0.7269,Good
"The smell of vomit was really strong outside the elevators on the first night, but thankfully they got some air freshener in there",24,0,0,0,1,0.7181,Worst
We interacted with quite a few of the staff and everyone was really pleasant and provided great service,18,3,0,0,0,0.8268,Good
"I'm not sure I would stay at this location again, but I also feel like it was a decent value for the price",25,1,1,0,0,0.7067,Good
The mountain view was nice and that helped,8,0,0,0,0,0.4215,Good
The hotel room was very clean and the staff was very nice The only downside was the furniture in the lobby was  really worn out and torn up,28,1,0,0,1,0.1761,Good
"Despite the shabby condition of the couches, they were still quite comfortable",13,1,0,0,0,0.5563,Good
They may want to consider replacing them or repairing them if replacement is not within the budget,17,0,0,0,0,0.0772,Good
We have stayed at this hotel many times when we visit Denver once a year and will NEVER stay here again,21,0,0,0,0,0.0,Average
Housekeeper only came once in a week long stay,9,0,0,0,0,0.0,Average
Carpet and chair in room were filthy,7,0,0,0,1,0.0,Worst
They now only have a breakfast buffet for $15 a person,12,0,0,0,0,0.0,Average
"Food was awful and cold, so we went elsewhere after one try",13,0,0,0,1,-0.4588,Worst
The staff at the front desk were useless when I took down the dirty towels that were in our room at check in time,24,0,0,0,1,-0.6908,Worst
I was told that most people don't spend much time in their rooms so it wasn't a big deal if it was filthy,25,0,0,0,1,0.0,Worst
Hadn't been dusted in a very long time,9,0,0,0,0,0.0,Average
Will be staying elsewhere with other wedding guests for a wedding next August,13,0,0,0,0,0.0,Average
"Positive: Unique style and close to where we needed to be Negative: Bathroom very small, overwhelming sewer smell when you walk in the front doors, online states free continental breakfast and there is only pay breakfast, you have to pay for parking",47,0,0,0,1,0.34,Worst
Disappointed had to check out early to find breakfast to accommodate,11,0,0,0,1,-0.4767,Worst
"Very busy location, no outdoor seating, clean but outdated",11,1,0,0,1,0.0305,Good
Positive: Air conditioner,4,0,0,0,0,0.5574,Good
Negative: The room wasn't vacuumed  crumbs on floor toilet paper holder was broke and fridge didn't stay cold,21,0,0,0,0,-0.7579,Worst
Ice machine on floor didn't work,7,0,0,0,0,0.0,Average
Very disappointed stay,3,0,0,0,2,-0.5256,Worst
Never stay in a holiday inn again or ever recommend it to anyone,13,1,0,0,0,0.6369,Good
I really like staying at the Holiday Inn express,9,0,0,0,0,0.6697,Good
There’s some things that I can usually count on,11,0,0,0,0,0.0,Average
It doesn’t have to be the most updated but it does have to be clean,17,2,0,0,0,0.5499,Good
When we came in two people behind the desk were talking to each other and we had to wait till they finish their conversation to get checked in,28,0,0,0,0,0.0,Average
It was disappointing but oh well,6,0,0,0,1,0.1406,Worst
We found out after we had checked in that we had to pay for parking on the hotel property,19,0,0,0,0,-0.1027,Worst
